Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Amanda Lemos;Alenice Correa Costa;win;JOF - Jurunense Open Fight MMA 8;Sep / 25 / 2014;TKO (Punches);Zezao Trator;1;4:15
Amanda Lemos;Laura Falcao;win;FDAM - Fusao de Artes Marciais 3;Jul / 17 / 2014;TKO (Punches);Carlos Loleiro;1;4:23
Leah Letson;Julija Stoliarenko;win;UFC - The Ultimate Fighter 28 Finale;Nov / 30 / 2018;Decision (Split);Chris Tognoni;3;5:00
Leah Letson;Elizabeth Phillips;win;Invicta FC 21 - Anderson vs. Tweet;Jan / 14 / 2017;KO (Head Kick);Mike England;1;1:18
Leah Letson;Sarah Payant;win;Premier FC 20 - Premier Fighting Championship 20;Jul / 30 / 2016;TKO (Punches);N/A;1;4:22
Leah Letson;Allanna Jones;win;KOTC - Blood Enemies;May / 21 / 2016;Decision (Unanimous);Bill Bookwalter;3;5:00
Leah Letson;Shaena Cox;win;Pure FC 2 - Pure Fighting Championships 2;Nov / 14 / 2015;KO (Punch);Otto Torreiro;2;0:50
Leah Letson;Christina Jobe;loss;KOTC - Industrial Strength;Nov / 22 / 2014;Decision (Split);N/A;3;5:00
Ariane Lipski;Isabela de Padua;win;UFC Fight Night 164 - Blachowicz vs. Jacare;Nov / 16 / 2019;Decision (Unanimous);Fernando Portella;3;5:00
Ariane Lipski;Molly McCann;loss;UFC Fight Night 154 - Moicano vs. The Korean Zombie;Jun / 22 / 2019;Decision (Unanimous);Jimmy Neely;3;5:00
Ariane Lipski;Joanne Calderwood;loss;UFC Fight Night 143 - Cejudo vs. Dillashaw;Jan / 19 / 2019;Decision (Unanimous);Blake Grice;3;5:00
Ariane Lipski;Silvana Gomez Juarez;win;KSW 42 - Khalidov vs. Narkun;Mar / 03 / 2018;Decision (Unanimous);Piotr Michalak;5;5:00
Ariane Lipski;Mariana Morais;win;KSW 40 - Dublin;Oct / 22 / 2017;Submission (Rear-Naked Choke);Tomasz Bronder;1;0:58
Ariane Lipski;Diana Belbita;win;KSW 39 - Colosseum;May / 27 / 2017;Submission (Armbar);Tomasz Bronder;1;4:52
Ariane Lipski;Sheila Gaff;win;KSW 36 - Materla vs. Palhares;Oct / 01 / 2016;KO (Punches);Tomasz Bronder;1;2:09
Ariane Lipski;Juliana Werner;win;Imortal FC 4 - Dynamite;May / 21 / 2016;KO (Punch);Charyana Gamballe;2;4:26
Ariane Lipski;Katarzyna Lubonska;win;KSW 33 - Materla vs. Khalidov;Nov / 28 / 2015;TKO (Punch and Body Kick);Rich Mitchell;2;3:25
Ariane Lipski;Paula Vieira da Silva;win;SHC - Striker's House Cup 55;Oct / 17 / 2015;TKO (Punches);N/A;1;1:04
Ariane Lipski;Marta Souza;win;SHC - Striker's House Cup 52;Aug / 15 / 2015;Decision (Unanimous);Ronaldo Leite;3;5:00
Ariane Lipski;Geisyele Nascimento;win;SHC - Striker's House Cup 50;Jun / 20 / 2015;TKO (Punches);N/A;1;0:35
Ariane Lipski;Isabelly Varela;loss;Curitiba Top Fight 9 - The Return;Mar / 01 / 2015;Decision (Split);Roberto Piccinini;3;5:00
Ariane Lipski;Daiane Firmino;loss;MMASH - MMA Super Heroes 7;Nov / 15 / 2014;TKO (Punches);N/A;1;2:28
Ariane Lipski;Jaquelline Santana;win;GCF - Gladiator Combat Fight 7;Sep / 06 / 2014;TKO (Punches);Roberto Piccinini;1;0:20
Ariane Lipski;Gisele Moreira;loss;NCF - Nitrix Champion Fight 21;Jun / 01 / 2014;Decision (Unanimous);N/A;3;5:00
Ariane Lipski;Daiana Torquato;win;NCF - Nitrix Champion Fight 17;Nov / 03 / 2013;Decision (Unanimous);N/A;3;5:00
