Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Jennifer Maia;Kalindra Faria;draw;PFE - Power Fight Extreme 4;Nov / 20 / 2010;Draw;N/A;3;5:00
Jennifer Maia;Alessandra Silva;win;GFC - Gladiators Fighting Championship 2;Oct / 16 / 2010;Submission (Armbar);Andre Ricardo;1;1:50
Jennifer Maia;Jenifer Haas;win;CMMA - Challenge Mixed Martial Arts;Aug / 07 / 2010;TKO (Submission to Punches);Vinicius Kappke de Quieroz;1;1:18
Jennifer Maia;Alessandra Silva;win;PFE - Power Fight Extreme 2;Mar / 13 / 2010;Submission (Rear-Naked Choke);Roberto Picinini;1;4:03
Jennifer Maia;Suelen Pinheiro Ribeiro;win;Brave FC 4 - Explosion;Dec / 05 / 2009;TKO (Punches);N/A;1;2:01
Bea Malecki;Veronica Macedo;win;UFC Fight Night 170 - Lee vs. Oliveira;Mar / 14 / 2020;Decision (Unanimous);Mike Beltran;3;5:00
Bea Malecki;Duda Santana;win;UFC Fight Night 153 - Gustafsson vs. Smith;Jun / 01 / 2019;Submission (Rear-Naked Choke);Rich Mitchell;2;1:59
Bea Malecki;Tracy Smith;win;ExciteFight - Conquest of the Cage;Feb / 02 / 2018;TKO (Punches);Dave Courchaine;1;0:22
Bea Malecki;Faith Davis;win;ExciteFight - Conquest of the Cage;Nov / 04 / 2017;Technical Submission (Rear-Naked Choke);Dave Courchaine;1;2:59
Randa Markos;Amanda Ribas;loss;UFC Fight Night 170 - Lee vs. Oliveira;Mar / 14 / 2020;Decision (Unanimous);Camila Albuquerque;3;5:00
Randa Markos;Ashley Yoder;win;UFC Fight Night 162 - Maia vs. Askren;Oct / 26 / 2019;Decision (Split);Daniel Movahedi;3;5:00
Randa Markos;Claudia Gadelha;loss;UFC 239 - Jones vs. Santos;Jul / 06 / 2019;Decision (Unanimous);Jason Herzog;3;5:00
Randa Markos;Angela Hill;win;UFC Fight Night 148 - Thompson vs. Pettis;Mar / 23 / 2019;Submission (Armbar);Keith Peterson;1;4:24
Randa Markos;Marina Rodriguez;draw;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;Draw (Majority);Camila Albuquerque;3;5:00
Randa Markos;Nina Ansaroff;loss;UFC on Fox 30 - Alvarez vs. Poirier 2;Jul / 28 / 2018;Decision (Unanimous);Yves Lavigne;3;5:00
Randa Markos;Juliana Lima;win;UFC on Fox 27 - Jacare vs. Brunson 2;Jan / 27 / 2018;Decision (Unanimous);Joseph Hawes;3;5:00
Randa Markos;Alexa Grasso;loss;UFC Fight Night 114 - Pettis vs. Moreno;Aug / 05 / 2017;Decision (Split);Jerin Valel;3;5:00
Randa Markos;Carla Esparza;win;UFC Fight Night 105 - Lewis vs. Browne;Feb / 19 / 2017;Decision (Split);Keith Peterson;3;5:00
Randa Markos;Cortney Casey;loss;UFC 202 - Diaz vs. McGregor 2;Aug / 20 / 2016;Submission (Armbar);Mark Smith;1;4:34
Randa Markos;Jocelyn Jones-Lybarger;win;UFC Fight Night 89 - MacDonald vs. Thompson;Jun / 18 / 2016;Decision (Unanimous);Herb Dean;3;5:00
Randa Markos;Karolina Kowalkiewicz;loss;UFC on Fox 17 - Dos Anjos vs. Cerrone 2;Dec / 19 / 2015;Decision (Unanimous);Herb Dean;3;5:00
Randa Markos;Aisling Daly;win;UFC 186 - Johnson vs. Horiguchi;Apr / 25 / 2015;Decision (Unanimous);Philippe Chartier;3;5:00
Randa Markos;Jessica Penne;loss;UFC - The Ultimate Fighter 20 Finale;Dec / 12 / 2014;Decision (Split);Herb Dean;3;5:00
Randa Markos;Lynnell House;win;PFC 2 - Fight Night;Mar / 08 / 2014;Submission (Armbar);N/A;1;1:57
Randa Markos;Justine Kish;loss;RFA 12 - Ortega vs. Koch;Jan / 24 / 2014;Decision (Unanimous);Steven Davis;3;5:00
Randa Markos;Kara Kirsh;win;PFC 1 - Unrivaled;Oct / 26 / 2013;Decision (Unanimous);N/A;3;5:00
Randa Markos;Ashley Nichols;win;Wreck MMA - 2.0;Mar / 28 / 2013;Submission (Armbar);Marc-Andre Cote;1;3:06
Randa Markos;Allanna Jones;win;IFL 51 - No Guts, No Glory;Nov / 17 / 2012;Submission (Armbar);Marc Fennell;2;3:14
Sabina Mazo;J.J. Aldrich;win;UFC 246 - McGregor vs. Cerrone;Jan / 18 / 2020;Decision (Split);Chris Tognoni;3;5:00
Sabina Mazo;Shana Dobson;win;UFC 241 - Cormier vs. Miocic 2;Aug / 17 / 2019;Decision (Unanimous);Frank Trigg;3;5:00
Sabina Mazo;Maryna Moroz;loss;UFC on ESPN 2 - Barboza vs. Gaethje;Mar / 30 / 2019;Decision (Unanimous);Keith Peterson;3;5:00
Sabina Mazo;Caroline Yariwake da Cruz;win;LFA 54 - Mazo vs. Yariwake;Nov / 16 / 2018;Decision (Unanimous);Frank Trigg;5;5:00
Sabina Mazo;Shannon Sinn;win;LFA 37 - Bice vs. Perez;Apr / 20 / 2018;Decision (Unanimous);Joe Sullivan;5;5:00
Sabina Mazo;Linsey Williams;win;LFA 23 - Krantz vs. Nakashima;Sep / 22 / 2017;KO (Head Kick);Buddy Caskey;1;4:26
Sabina Mazo;Jamie Thorton;win;LFA 9 - Dennis vs. Marques;Apr / 14 / 2017;KO (Head Kick);Gerald Ritter;1;4:50
Sabina Mazo;Reina Cordoba;win;CRF 19 - Center Real Fights 19;Nov / 21 / 2015;Decision (Unanimous);Arturo Parra;3;5:00
Sabina Mazo;Alejandra Lara;win;SFC 18 - Striker Fighting Championship 18;Mar / 26 / 2015;Decision (Unanimous);N/A;3;5:00
Molly McCann;Diana Belbita;win;UFC on ESPN 6 - Reyes vs. Weidman;Oct / 18 / 2019;Decision (Unanimous);Bryan Miner;3;5:00
Molly McCann;Ariane Lipski;win;UFC Fight Night 154 - Moicano vs. The Korean Zombie;Jun / 22 / 2019;Decision (Unanimous);Jimmy Neely;3;5:00
Molly McCann;Priscila Cachoeira;win;UFC Fight Night 147 - Till vs. Masvidal;Mar / 16 / 2019;Decision (Unanimous);Rich Mitchell;3;5:00
Molly McCann;Gillian Robertson;loss;UFC Fight Night 130 - Thompson vs. Till;May / 27 / 2018;Technical Submission (Rear-Naked Choke);Neil Hall;2;2:05
Molly McCann;Bryony Tyrell;win;CW 90 - Cage Warriors 90;Feb / 24 / 2018;TKO (Punches);Marc Goddard;2;1:32
Molly McCann;Priscila de Souza;win;CWFC 88 - Cage Warriors Fighting Championship 88;Oct / 28 / 2017;Decision (Unanimous);Rich Mitchell;3;5:00
Molly McCann;Lacey Sears;win;CWFC 82 - Cage Warriors Fighting Championship 82;Apr / 01 / 2017;Decision (Unanimous);Marc Goddard;3;5:00
Molly McCann;Anjela Pink;win;Shinobi War 9 - Winter Warfare;Nov / 26 / 2016;TKO (Knees to the Body and Punches);N/A;1;0:50
Molly McCann;Macicilia Benkhettache;win;SnA 23 - Shock n Awe 23;Oct / 01 / 2016;TKO (Punches);Andy Nichols;2;1:15
Molly McCann;Valerie Domergue;win;SnA 22 - Shock n Awe 22;Apr / 16 / 2016;Decision (Split);Rich Mitchell;3;5:00
Molly McCann;Vanessa Melo;loss;XFCI - XFC International 12;Nov / 28 / 2015;Decision (Unanimous);N/A;3;5:00
Molly McCann;Katy Horlick;win;SnA 20 - Shock n Awe 20;May / 30 / 2015;TKO (Punches);N/A;1;3:12
Sara McMann;Lina Lansberg;win;UFC Fight Night 166 - Blaydes vs. dos Santos;Jan / 25 / 2020;Decision (Unanimous);Larry Carter;3;5:00
Sara McMann;Marion Reneau;loss;UFC on Fox 28 - Emmett vs. Stephens;Feb / 24 / 2018;Submission (Triangle Choke);Kevin MacDonald;2;3:40
Sara McMann;Ketlen Vieira;loss;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Submission (Arm-Triangle Choke);Yves Lavigne;2;4:16
Sara McMann;Gina Mazany;win;UFC Fight Night 105 - Lewis vs. Browne;Feb / 19 / 2017;Submission (Arm-Triangle Choke);Mario Yamasaki;1;1:14
Sara McMann;Alexis Davis;win;UFC - The Ultimate Fighter 24 Finale;Dec / 03 / 2016;Submission (Arm-Triangle Choke);Herb Dean;2;2:52
Sara McMann;Jessica Eye;win;UFC Fight Night 88 - Almeida vs. Garbrandt;May / 29 / 2016;Decision (Unanimous);John McCarthy;3;5:00
Sara McMann;Amanda Nunes;loss;UFC Fight Night 73 - Teixeira vs. St. Preux;Aug / 08 / 2015;Submission (Rear-Naked Choke);John McCarthy;1;2:53
Sara McMann;Miesha Tate;loss;UFC 183 - Silva vs. Diaz;Jan / 31 / 2015;Decision (Majority);Marc Goddard;3;5:00
Sara McMann;Lauren Murphy;win;UFC Fight Night 47 - Bader vs. St. Preux;Aug / 16 / 2014;Decision (Split);Kevin MacDonald;3;5:00
Sara McMann;Ronda Rousey;loss;UFC 170 - Rousey vs. McMann;Feb / 22 / 2014;TKO (Knee to the Body);Herb Dean;1;1:06
Sara McMann;Sheila Gaff;win;UFC 159 - Jones vs. Sonnen;Apr / 27 / 2013;TKO (Punches);Gasper Oliver;1;4:06
Sara McMann;Shayna Baszler;win;Invicta FC 2 - Baszler vs. McMann;Jul / 28 / 2012;Decision (Unanimous);John McCarthy;3;5:00
Sara McMann;Hitomi Akano;win;ProElite 3 - Da Spyder vs. Minowaman;Jan / 21 / 2012;Decision (Unanimous);Yuji Shimada;3;5:00
Sara McMann;Raquel Pa'aluhi;win;ProElite - Arlovski vs. Lopez;Aug / 27 / 2011;Submission (Keylock);Yuji Shimada;3;2:53
Sara McMann;Tonya Evinger;win;Titan FC 19 - Titan Fighting Championship 19;Jul / 29 / 2011;Decision (Unanimous);David Clifton;3;5:00
Sara McMann;Julie Malenfant;win;BEP 4 - BlackEye Promotions 4;Jun / 17 / 2011;Submission (Punches);N/A;1;0:32
Sara McMann;Christina Marks;win;UCC - Revolution;May / 28 / 2011;Submission (Rear-Naked Choke);Gary Copeland;1;1:41
Vanessa Melo;Tracy Cortez;loss;UFC Fight Night 164 - Blachowicz vs. Jacare;Nov / 16 / 2019;Decision (Unanimous);Jerin Valel;3;5:00
Vanessa Melo;Irene Aldana;loss;UFC Fight Night 159 - Rodriguez vs. Stephens;Sep / 21 / 2019;Decision (Unanimous);Fernando Salas Navarro;3;5:00
Vanessa Melo;Jan Finney;win;Battlefield FC 2 - Battlefield Fighting Championship 2;Jul / 27 / 2019;Decision (Unanimous);N/A;3;5:00
Vanessa Melo;Mariana Morais;win;Future FC 5 - Alves vs. Ramos;May / 24 / 2019;Decision (Split);Anderson Ullysses;3;5:00
Vanessa Melo;Filonilda Trindade da Conceicao;win;Future FC 2 - Tubarao Vs Amato;Feb / 22 / 2019;Decision (Unanimous);Eduardo Melo;3;5:00
Vanessa Melo;Daiane Firmino;win;SFT - Standout Fighting Tournament 6;Oct / 27 / 2018;Decision (Split);Harry Filho;3;3:00
Vanessa Melo;Nubia Santos do Nascimento;win;SFT - Standout Fighting Tournament 5;Sep / 29 / 2018;Decision (Unanimous);Anderson Feliciano;3;5:00
Vanessa Melo;Suvi Salmimies;loss;Cage - Cage 37;Nov / 26 / 2016;Decision (Split);Jani Peltonen;3;5:00
Vanessa Melo;Molly McCann;win;XFCI - XFC International 12;Nov / 28 / 2015;Decision (Unanimous);N/A;3;5:00
Vanessa Melo;Juliana Leite;win;Gold Fight 7 - Babuino vs. Serginho;Sep / 26 / 2015;Submission (Rear-Naked Choke);Roberto Thomaz;1;4:01
Vanessa Melo;Silvana Gomez Juarez;loss;XFCI - XFC International 8;Dec / 13 / 2014;Decision (Unanimous);N/A;3;5:00
Vanessa Melo;Vanessa Guimaraes;loss;XFCI - XFC International 6;Sep / 27 / 2014;Decision (Split);N/A;3;5:00
Vanessa Melo;Gloria Bravo;win;XFCI - XFC International 3;Mar / 29 / 2014;Decision (Unanimous);Ton Munhoz;3;5:00
Vanessa Melo;Suelen Pereira;win;Talent MMA Circuit 5 - Campinas 2013;Nov / 23 / 2013;Submission (Rear-Naked Choke);Mariana Faria;1;3:37
Vanessa Melo;Juliana Werner;loss;MMASH - MMA Super Heroes 1;Jul / 13 / 2013;Decision (Unanimous);Mariana Faria;3;5:00
Vanessa Melo;Camila Lima;loss;CTF - CT Fight;May / 19 / 2012;TKO (Punches);Roberto Thomaz;1;3:46
Vanessa Melo;Natalie Santos;win;FS - Fight Stars;Sep / 14 / 2011;Decision (Unanimous);N/A;3;5:00
Roxanne Modafferi;Maycee Barber;win;UFC 246 - McGregor vs. Cerrone;Jan / 18 / 2020;Decision (Unanimous);Jason Herzog;3;5:00
Roxanne Modafferi;Jennifer Maia;loss;UFC on ESPN 4 - Dos Anjos vs. Edwards;Jul / 20 / 2019;Decision (Unanimous);Jacob Montalvo;3;5:00
Roxanne Modafferi;Antonina Shevchenko;win;UFC Fight Night 149 - Overeem vs. Oleynik;Apr / 20 / 2019;Decision (Split);Marc Goddard;3;5:00
Roxanne Modafferi;Sijara Eubanks;loss;UFC 230 - Cormier vs. Lewis;Nov / 03 / 2018;Decision (Unanimous);Keith Peterson;3;5:00
Roxanne Modafferi;Barb Honchak;win;UFC - The Ultimate Fighter 27 Finale;Jul / 06 / 2018;TKO (Elbows);Marc Goddard;2;3:32
Roxanne Modafferi;Nicco Montano;loss;UFC - The Ultimate Fighter 26 Finale;Dec / 01 / 2017;Decision (Unanimous);John McCarthy;5;5:00
Roxanne Modafferi;Sarah D'Alelio;win;Invicta FC 23 - Porto vs. Niedzwiedz;May / 20 / 2017;TKO (Elbows);Mike England;3;1:37
Roxanne Modafferi;Priscila de Souza;win;Fusion Fight League - Ladies Fight Night;Apr / 01 / 2017;Submission (Armbar);N/A;2;4:53
Roxanne Modafferi;Jennifer Maia;loss;Invicta FC 19 - Maia vs. Modafferi;Sep / 23 / 2016;Decision (Split);Mike England;5;5:00
Roxanne Modafferi;DeAnna Bennett;win;Invicta FC 16 - Hamasaki vs. Brown;Mar / 11 / 2016;Decision (Split);Chris Tognoni;3;5:00
Roxanne Modafferi;Mariana Morais;win;Invicta FC 14 - Evinger vs. Kianzad;Sep / 12 / 2015;TKO (Punches);John McCarthy;3;4:40
Roxanne Modafferi;Vanessa Porto;loss;Invicta FC 12 - Kankaanpaa vs. Souza;Apr / 24 / 2015;Decision (Unanimous);Mike England;3;5:00
Roxanne Modafferi;Andrea Lee;win;Invicta FC 10 - Waterson vs. Tiburcio;Dec / 05 / 2014;Decision (Split);Chris Reed;3;5:00
Roxanne Modafferi;Tara LaRosa;win;Invicta FC 8 - Waterson vs. Tamada;Sep / 06 / 2014;Decision (Unanimous);Mike England;3;5:00
Roxanne Modafferi;Raquel Pennington;loss;UFC - The Ultimate Fighter 18 Finale;Nov / 30 / 2013;Decision (Unanimous);Chris Tognoni;3;5:00
Roxanne Modafferi;Takayo Hashi;loss;Jewels - 18th Ring;Mar / 03 / 2012;Decision (Unanimous);Ryogaku Wada;2;5:00
Roxanne Modafferi;Barb Honchak;loss;BEP 5 - Breast Cancer Beatdown;Oct / 01 / 2011;Submission (Rear-Naked Choke);Donnie Jessup;3;1:46
Roxanne Modafferi;Hitomi Akano;loss;Jewels - 15th Ring;Jul / 09 / 2011;Decision (Unanimous);Ryogaku Wada;2;5:00
Roxanne Modafferi;Rosi Sexton;loss;CWFC 40 - Cage Warriors Fighting Championship 40;Feb / 26 / 2011;Decision (Unanimous);Neil Hall;3;5:00
Roxanne Modafferi;Sarah Kaufman;loss;Strikeforce - Challengers 9;Jul / 23 / 2010;KO (Slam);Anthony Hamlett;3;4:45
Roxanne Modafferi;Tara LaRosa;win;Moosin - God of Martial Arts;May / 21 / 2010;Decision (Split);Kevin MacDonald;3;5:00
Roxanne Modafferi;Molly Helsel;win;KOTC - Toryumon;Jan / 30 / 2010;Submission (Rear-Naked Choke);N/A;2;3:18
Roxanne Modafferi;Marloes Coenen;loss;Strikeforce / M-1 Global - Fedor vs. Rogers;Nov / 07 / 2009;Submission (Armbar);N/A;1;1:05
Roxanne Modafferi;Chisa Yonezawa;win;GCM - Valkyrie 1;Nov / 08 / 2008;Decision (Unanimous);N/A;2;3:00
Roxanne Modafferi;Vanessa Porto;win;FFF 4 - Call of the Wild;Apr / 03 / 2008;TKO (Knees);N/A;3;0:53
Roxanne Modafferi;Marloes Coenen;win;K - GRACE 1;May / 27 / 2007;Decision (Split);N/A;2;3:00
Roxanne Modafferi;Megumi Yabushita;win;K - GRACE 1;May / 27 / 2007;Decision (Unanimous);N/A;2;3:00
Roxanne Modafferi;Hee Jin Lee;win;K - GRACE 1;May / 27 / 2007;Submission (Armbar);N/A;1;2:56
Roxanne Modafferi;Cassandra Rivers-Blasso;win;FFF 1 - Asian Invasion;Feb / 17 / 2007;Decision (Split);N/A;5;2:00
Roxanne Modafferi;Shayna Baszler;loss;MARS - Bodog Fight;Oct / 04 / 2006;Submission (Kimura);N/A;1;1:08
Roxanne Modafferi;Megumi Yabushita;win;G-Shooto - G-Shooto 05;May / 06 / 2006;Decision (Unanimous);N/A;2;5:00
Roxanne Modafferi;Tara LaRosa;loss;MFC - Boardwalk Blitz;Mar / 04 / 2006;Decision (Unanimous);N/A;3;5:00
Roxanne Modafferi;Laura D'Auguste;loss;ROC 8 - Ring of Combat 8;Mar / 19 / 2005;Decision (Unanimous);N/A;3;5:00
Roxanne Modafferi;Jennifer Howe;win;IFC - Eve Of Destruction;Mar / 05 / 2005;Submission (Triangle Choke);N/A;3;1:47
Roxanne Modafferi;Megumi Yabushita;loss;Smackgirl - World ReMix 2004;Dec / 19 / 2004;Decision (Unanimous);N/A;2;5:00
Roxanne Modafferi;Ana Carolina;win;Smackgirl - World ReMix 2004;Dec / 19 / 2004;Decision (Unanimous);N/A;2;5:00
Roxanne Modafferi;Jennifer Howe;win;HOOKnSHOOT - Evolution 2;Nov / 06 / 2004;Decision (Unanimous);N/A;3;5:00
Roxanne Modafferi;Natsuko Kikukawa;win;Smackgirl - F8;May / 16 / 2004;Decision (Unanimous);N/A;3;5:00
Roxanne Modafferi;Keiko Tamai;win;GCM - Cross Section 1;Apr / 18 / 2004;Decision (Unanimous);N/A;2;5:00
Roxanne Modafferi;Hikaru Shinohara;win;Smackgirl - Third Season 7;Nov / 10 / 2003;Submission (Armbar);N/A;1;1:58
Nicco Montano;Julianna Pena;loss;UFC Fight Night 155 - De Randamie vs. Ladd;Jul / 13 / 2019;Decision (Unanimous);Josh Rosenthal;3;5:00
Nicco Montano;Roxanne Modafferi;win;UFC - The Ultimate Fighter 26 Finale;Dec / 01 / 2017;Decision (Unanimous);John McCarthy;5;5:00
Nicco Montano;Julia Avila;loss;HD MMA 7 - Avila vs. Montano;Jan / 07 / 2017;Decision (Unanimous);N/A;5;5:00
Nicco Montano;Jamie Milanowski;win;KOTC - Social Disorder;Oct / 08 / 2016;TKO (Punches);Mike Beltran;4;4:34
Nicco Montano;Shana Dobson;win;KOTC - Will Power;Aug / 13 / 2016;Decision (Unanimous);N/A;3;5:00
Nicco Montano;Pam Sorenson;loss;KOTC - Frozen War;Feb / 20 / 2016;Decision (Split);N/A;3;5:00
Nicco Montano;Stacey Sigala;win;KOTC - Evolution;Nov / 20 / 2015;TKO (Punches);N/A;1;4:15
Sarah Moras;Sijara Eubanks;loss;UFC Fight Night 171 - Smith vs. Teixeira;May / 13 / 2020;Decision (Unanimous);Michael Cardoso;3;5:00
Sarah Moras;Liana Jojua;win;UFC 242 - Khabib vs. Poirier;Sep / 07 / 2019;TKO (Punches);Marc Goddard;3;2:26
Sarah Moras;Macy Chiasson;loss;UFC Fight Night 151 - Iaquinta vs. Cowboy;May / 04 / 2019;TKO (Punches);Yves Lavigne;2;2:22
Sarah Moras;Talita Bernardo;loss;UFC Fight Night 138 - Oezdemir vs. Smith;Oct / 27 / 2018;Decision (Unanimous);Eric Nevitt;3;5:00
Sarah Moras;Lucie Pudilova;loss;UFC Fight Night 126 - Cerrone vs. Medeiros;Feb / 18 / 2018;Decision (Unanimous);Jacob Montalvo;3;5:00
Sarah Moras;Ashlee Evans-Smith;win;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Submission (Armbar);Yves Lavigne;1;2:51
Sarah Moras;Jessica Andrade;loss;UFC Fight Night 71 - Mir vs. Duffee;Jul / 15 / 2015;Decision (Unanimous);John McCarthy;3;5:00
Sarah Moras;Alexis Dufresne;win;UFC - The Ultimate Fighter 19 Finale;Jul / 06 / 2014;Decision (Unanimous);Yves Lavigne;3;5:00
Sarah Moras;Christina Barry;win;AFC 11 - Takeover;Sep / 15 / 2012;Technical Submission (Armbar);Adam Cheadle;1;1:33
Sarah Moras;Raquel Pennington;loss;Invicta FC 2 - Baszler vs. McMann;Jul / 28 / 2012;Decision (Unanimous);Michelle Drake Browning;3;5:00
Sarah Moras;Julianna Pena;win;COTC - Conquest of the Cage 11;Apr / 19 / 2012;TKO (Doctor Stoppage);Anthony Hamlett;2;5:00
Sarah Moras;Helena Martin;win;CWFC 37 - Cage Warriors 37: Right to Fight;May / 22 / 2010;TKO (Punches);N/A;2;3:40
Maryna Moroz;Mayra Bueno Silva;win;UFC Fight Night 170 - Lee vs. Oliveira;Mar / 14 / 2020;Decision (Unanimous);Camila Albuquerque;3;5:00
Maryna Moroz;Sabina Mazo;win;UFC on ESPN 2 - Barboza vs. Gaethje;Mar / 30 / 2019;Decision (Unanimous);Keith Peterson;3;5:00
Maryna Moroz;Angela Hill;loss;UFC on Fox 28 - Emmett vs. Stephens;Feb / 24 / 2018;Decision (Unanimous);Jorge Alonso;3;5:00
Maryna Moroz;Carla Esparza;loss;UFC Fight Night 112 - Chiesa vs. Lee;Jun / 25 / 2017;Decision (Unanimous);Mario Yamasaki;3;5:00
Maryna Moroz;Danielle Taylor;win;UFC Fight Night 92 - Rodriguez vs. Caceres;Aug / 06 / 2016;Decision (Split);Herb Dean;3;5:00
Maryna Moroz;Cristina Stanciu;win;UFC Fight Night 86 - Rothwell vs. Dos Santos;Apr / 10 / 2016;Decision (Unanimous);Kevin Sataki;3;5:00
