Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Maryna Moroz;Valerie Letourneau;loss;UFC Fight Night 74 - Holloway vs. Oliveira;Aug / 23 / 2015;Decision (Unanimous);Yves Lavigne;3;5:00
Maryna Moroz;Joanne Calderwood;win;UFC Fight Night 64 - Gonzaga vs. Cro Cop 2;Apr / 11 / 2015;Submission (Armbar);Lukasz Bosacki;1;1:30
Maryna Moroz;Karine Silva;win;XFCI - XFC International 7;Nov / 01 / 2014;Submission (Armbar);N/A;1;3:27
Maryna Moroz;Ilona Avdeeva;win;IMAT - Moroz vs. Avdeeva;Sep / 07 / 2014;TKO (Doctor Stoppage);Andrey Davidov;1;1:15
Maryna Moroz;Jin Tang;win;Kunlun Fight 8 - World Tour;Aug / 24 / 2014;Submission (Straight Armbar);N/A;1;3:50
Maryna Moroz;Feier Huang;win;Kunlun Fight 5 - World Tour;Jun / 01 / 2014;Submission (Armbar);N/A;1;2:52
Maryna Moroz;Yana Kuzioma;win;OC - Oplot Challenge 89;Nov / 23 / 2013;Submission (Armbar);Andrey Kolovorotny;2;1:12
Lauren Murphy;Andrea Lee;win;UFC 247 - Jones vs. Reyes;Feb / 08 / 2020;Decision (Split);Jeff Rexroad;3;5:00
Lauren Murphy;Mara Romero Borella;win;UFC on ESPN 5 - Covington vs. Lawler;Aug / 03 / 2019;TKO (Knee and Elbows);Liam Kerrigan;3;1:46
Lauren Murphy;Sijara Eubanks;loss;UFC Fight Night 131 - Rivera vs. Moraes;Jun / 01 / 2018;Decision (Unanimous);Dan Miragliotta;3;5:00
Lauren Murphy;Barb Honchak;win;UFC - The Ultimate Fighter 26 Finale;Dec / 01 / 2017;Decision (Split);John McCarthy;3;5:00
Lauren Murphy;Katlyn Chookagian;loss;UFC Fight Night 91 - McDonald vs. Lineker;Jul / 13 / 2016;Decision (Unanimous);Kevin MacDonald;3;5:00
Lauren Murphy;Kelly Faszholz;win;UFC Fight Night 83 - Cerrone vs. Oliveira;Feb / 21 / 2016;TKO (Elbows and Punches);Bill Bookwalter;3;4:55
Lauren Murphy;Liz Carmouche;loss;UFC Fight Night 63 - Mendes vs. Lamas;Apr / 04 / 2015;Decision (Unanimous);Keith Peterson;3;5:00
Lauren Murphy;Sara McMann;loss;UFC Fight Night 47 - Bader vs. St. Preux;Aug / 16 / 2014;Decision (Split);Kevin MacDonald;3;5:00
Lauren Murphy;Miriam Nakamoto;win;Invicta FC 7 - Honchak vs. Smith;Dec / 07 / 2013;TKO (Knee Injury);Mike England;4;0:23
Lauren Murphy;Sarah D'Alelio;win;Invicta FC 6 - Cyborg vs. Coenen 2;Jul / 13 / 2013;Decision (Unanimous);Mike England;3;5:00
Lauren Murphy;Kaitlin Young;win;Invicta FC 5 - Penne vs. Waterson;Apr / 05 / 2013;Decision (Unanimous);Greg Franklin;3;5:00
Lauren Murphy;Jennifer Scott;win;LFC 18 - Legacy Fighting Championship 18;Mar / 01 / 2013;TKO (Elbows);Jacob Montalvo;1;4:10
Lauren Murphy;Julia Griffin;win;ACF - Tribute to Veterans;Oct / 28 / 2011;TKO (Punches);Shorty Williams;2;4:26
Lauren Murphy;Willow Bailey;win;Alaska Fighting Championship 79 - Champions ;Jan / 12 / 2011;TKO (Retirement);N/A;2;3:00
Lauren Murphy;Leslie Wright;win;AFC 76 - Alaska Fighting Championship ;Oct / 13 / 2010;TKO (Punches);N/A;2;2:25
Lauren Murphy;Kloiah Wayland;win;Alaska Fighting Championship - Mat Su Showdown 2;Jun / 09 / 2010;TKO (Punches);N/A;1;0:17
Rose Namajunas;Jessica Andrade;loss;UFC 237 - Namajunas vs. Andrade;May / 11 / 2019;KO (Slam);Marc Goddard;2;2:58
Rose Namajunas;Joanna Jedrzejczyk;win;UFC 223 - Khabib vs. Iaquinta;Apr / 07 / 2018;Decision (Unanimous);Keith Peterson;5;5:00
Rose Namajunas;Joanna Jedrzejczyk;win;UFC 217 - Bisping vs. St. Pierre;Nov / 04 / 2017;TKO (Punches);John McCarthy;1;3:03
Rose Namajunas;Michelle Waterson;win;UFC on Fox 24 - Johnson vs. Reis;Apr / 15 / 2017;Submission (Rear-Naked Choke);Keith Peterson;2;2:47
Rose Namajunas;Karolina Kowalkiewicz;loss;UFC 201 - Lawler vs. Woodley;Jul / 30 / 2016;Decision (Split);Blake Grice;3;5:00
Rose Namajunas;Tecia Torres;win;UFC on Fox 19 - Teixeira vs. Evans;Apr / 16 / 2016;Decision (Unanimous);Dan Miragliotta;3;5:00
Rose Namajunas;Paige VanZant;win;UFC Fight Night 80 - Namajunas vs. VanZant;Dec / 10 / 2015;Submission (Rear-Naked Choke);Herb Dean;5;2:25
Rose Namajunas;Angela Hill;win;UFC 192 - Cormier vs. Gustafsson;Oct / 03 / 2015;Submission (Rear-Naked Choke);Joe Solis;1;2:47
Rose Namajunas;Carla Esparza;loss;UFC - The Ultimate Fighter 20 Finale;Dec / 12 / 2014;Submission (Rear-Naked Choke);Yves Lavigne;3;1:26
Rose Namajunas;Tecia Torres;loss;Invicta FC 6 - Cyborg vs. Coenen 2;Jul / 13 / 2013;Decision (Unanimous);John McCarthy;3;5:00
Rose Namajunas;Kathina Lowe;win;Invicta FC 5 - Penne vs. Waterson;Apr / 05 / 2013;Submission (Flying Armbar);Rusty Sullivan;1;0:12
Rose Namajunas;Emily Kagan;win;Invicta FC 4 - Esparza vs. Hyatt;Jan / 05 / 2013;Submission (Rear-Naked Choke);Chuck Wolfe;3;3:44
Amanda Nunes;Germaine de Randamie;win;UFC 245 - Usman vs. Covington;Dec / 14 / 2019;Decision (Unanimous);Keith Peterson;5;5:00
Amanda Nunes;Holly Holm;win;UFC 239 - Jones vs. Santos;Jul / 06 / 2019;TKO (Head Kick and Punches);Marc Goddard;1;4:10
Amanda Nunes;Cristiane Justino;win;UFC 232 - Jones vs. Gustafsson 2;Dec / 29 / 2018;KO (Punch);Marc Goddard;1;0:51
Amanda Nunes;Raquel Pennington;win;UFC 224 - Nunes vs. Pennington;May / 12 / 2018;TKO (Elbows and Punches);Marc Goddard;5;2:36
Amanda Nunes;Valentina Shevchenko;win;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Decision (Split);John McCarthy;5;5:00
Amanda Nunes;Ronda Rousey;win;UFC 207 - Nunes vs. Rousey;Dec / 30 / 2016;TKO (Punches);Herb Dean;1;0:48
Amanda Nunes;Miesha Tate;win;UFC 200 - Tate vs. Nunes;Jul / 09 / 2016;Submission (Rear-Naked Choke);Herb Dean;1;3:16
Amanda Nunes;Valentina Shevchenko;win;UFC 196 - McGregor vs. Diaz;Mar / 05 / 2016;Decision (Unanimous);Herb Dean;3;5:00
Amanda Nunes;Sara McMann;win;UFC Fight Night 73 - Teixeira vs. St. Preux;Aug / 08 / 2015;Submission (Rear-Naked Choke);John McCarthy;1;2:53
Amanda Nunes;Shayna Baszler;win;UFC Fight Night 62 - Maia vs. LaFlare;Mar / 21 / 2015;TKO (Leg Kick);Mario Yamasaki;1;1:56
Amanda Nunes;Cat Zingano;loss;UFC 178 - Johnson vs. Cariaso;Sep / 27 / 2014;TKO (Elbows and Punches);Jason Herzog;3;1:21
Amanda Nunes;Germaine de Randamie;win;UFC Fight Night 31 - Fight for the Troops 3;Nov / 06 / 2013;TKO (Elbows);Herb Dean;1;3:56
Amanda Nunes;Sheila Gaff;win;UFC 163 - Aldo vs. Korean Zombie;Aug / 03 / 2013;TKO (Punches and Elbows);Herb Dean;1;2:08
Amanda Nunes;Sarah D'Alelio;loss;Invicta FC 4 - Esparza vs. Hyatt;Jan / 05 / 2013;Decision (Unanimous);John McCarthy;3;5:00
Amanda Nunes;Raquel Pa'aluhi;win;Invicta FC 2 - Baszler vs. McMann;Jul / 28 / 2012;Technical Submission (Rear-Naked Choke);John McCarthy;1;2:24
Amanda Nunes;Alexis Davis;loss;Strikeforce - Barnett vs. Kharitonov;Sep / 10 / 2011;TKO (Punches);Greg Franklin;2;4:53
Amanda Nunes;Julia Budd;win;Strikeforce - Challengers 13;Jan / 07 / 2011;KO (Punches);Jeff Mackens;1;0:14
Amanda Nunes;Ediane Gomes;win;BC - Bitetti Combat 6;Feb / 25 / 2010;TKO (Punches);Pablo Rex;2;3:00
Amanda Nunes;Vanessa Porto;win;Samurai FC 2 - Warrior's Return;Dec / 12 / 2009;TKO (Corner Stoppage);Fabio Noguchi;2;5:00
Amanda Nunes;Deise Lee Rocha;win;Samurai FC - Samurai Fight Combat;Sep / 12 / 2009;TKO (Punches);N/A;1;1:08
Amanda Nunes;Nadja Nadja;win;Prime - MMA Championship 3;Jul / 01 / 2008;TKO (Punches);N/A;1;N/A
Amanda Nunes;Paty Barbosa;win;DF - Demo Fight 3;May / 24 / 2008;TKO (Corner Stoppage);N/A;1;0:11
Amanda Nunes;Ana Maria;loss;Prime - MMA Championship 2;Mar / 08 / 2008;Submission (Armbar);N/A;1;0:35
Rachael Ostovich;Paige VanZant;loss;UFC Fight Night 143 - Cejudo vs. Dillashaw;Jan / 19 / 2019;Submission (Armbar);Kevin MacDonald;2;1:50
Rachael Ostovich;Montana De La Rosa;loss;UFC - The Ultimate Fighter 27 Finale;Jul / 06 / 2018;Submission (Rear-Naked Choke);Mark Smith;3;4:21
Rachael Ostovich;Karine Gevorgyan;win;UFC - The Ultimate Fighter 26 Finale;Dec / 01 / 2017;Submission (Armbar);Chris Tognoni;1;1:40
Rachael Ostovich;Christine Ferea;loss;Invicta FC 21 - Anderson vs. Tweet;Jan / 14 / 2017;TKO (Head Kick and Punches);Mike England;3;1:29
Rachael Ostovich;Ariel Beck;win;Invicta FC 17 - Evinger vs. Schneider;May / 07 / 2016;Decision (Split);Herb Dean;3;5:00
Rachael Ostovich;Andrea Lee;loss;Invicta FC 14 - Evinger vs. Kianzad;Sep / 12 / 2015;Submission (Armbar);John McCarthy;3;4:58
Rachael Ostovich;Evva Johnson;win;Invicta FC 10 - Waterson vs. Tiburcio;Dec / 05 / 2014;Decision (Split);Joe Soliz;3;5:00
Rachael Ostovich;Misha Nassiri;win;X-1 - Jara vs. Vitale;Sep / 26 / 2014;Submission (Armbar);N/A;3;N/A
Rachael Ostovich;Jenny Liou;loss;Destiny MMA - Na Koa 4;Jan / 25 / 2014;TKO (Knee to the Body and Punches);N/A;2;N/A
Jessica Penne;Danielle Taylor;loss;UFC Fight Night 108 - Swanson vs. Lobov;Apr / 22 / 2017;Decision (Unanimous);John McCarthy;3;5:00
Jessica Penne;Jessica Andrade;loss;UFC 199 - Rockhold vs. Bisping 2;Jun / 04 / 2016;TKO (Punches);Jason Herzog;2;2:56
Jessica Penne;Joanna Jedrzejczyk;loss;UFC Fight Night 69 - Jedrzejczyk vs. Penne;Jun / 20 / 2015;TKO (Punches and Knee);Marc Goddard;3;4:22
Jessica Penne;Randa Markos;win;UFC - The Ultimate Fighter 20 Finale;Dec / 12 / 2014;Decision (Split);Herb Dean;3;5:00
Jessica Penne;Nicdali Rivera-Calanoc;win;Invicta FC 6 - Cyborg vs. Coenen 2;Jul / 13 / 2013;Submission (Rear-Naked Choke);Greg Franklin;1;4:57
Jessica Penne;Michelle Waterson;loss;Invicta FC 5 - Penne vs. Waterson;Apr / 05 / 2013;Submission (Armbar);John McCarthy;4;2:31
Jessica Penne;Naho Sugiyama;win;Invicta FC 3 - Penne vs. Sugiyama;Oct / 06 / 2012;Submission (Triangle Choke);Rob Hinds;2;2:20
Jessica Penne;Lisa Ellis;win;Invicta FC 1 - Coenen vs. Ruyssen;Apr / 28 / 2012;TKO (Punches);Chuck Wolfe;3;2:48
Jessica Penne;Amy Davis;win;The Cage Inc. - Battle at the Border 7;Nov / 19 / 2010;Submission (Rear-Naked Choke);Peter Claussen;1;4:12
Jessica Penne;Zoila Frausto;loss;BFC - Bellator Fighting Championships 25;Aug / 19 / 2010;Decision (Unanimous);Andrew Krzeptowski;3;5:00
Jessica Penne;Angela Magana;win;Action Fight League - Rock-N-Rumble;Sep / 25 / 2009;Submission (Rear-Naked Choke);Jorge Alonso;2;4:10
Jessica Penne;Tammie Schneider;win;BFC - Bellator Fighting Championships 5;May / 01 / 2009;TKO (Punches);Jerry Poe;1;1:35
Jessica Penne;Alicia Gumm;win;RMBB - Caged Vengeance;Nov / 08 / 2008;Decision (Unanimous);Tim Mills;2;5:00
Jessica Penne;Heather Basquil;win;Fist Series - WinterFist 2008;Feb / 20 / 2008;Decision (Unanimous);N/A;3;3:00
Jessica Penne;Sumie Sakai;win;FFF 2 - Girls Night Out;Jul / 14 / 2007;Submission (Armbar);N/A;3;0:33
Jessica Penne;Brandy Nerney;win;FFF 1 - Asian Invasion;Feb / 17 / 2007;Submission (Rear-Naked Choke);N/A;1;1:20
Jessica Penne;Sally Krumdiack;win;HOOKnSHOOT - The Women Return;Nov / 18 / 2006;Submission (Arm-Triangle Choke);N/A;1;4:20
Raquel Pennington;Holly Holm;loss;UFC 246 - McGregor vs. Cerrone;Jan / 18 / 2020;Decision (Unanimous);Jason Herzog;3;5:00
Raquel Pennington;Irene Aldana;win;UFC on ESPN 4 - Dos Anjos vs. Edwards;Jul / 20 / 2019;Decision (Split);Frank Collazo;3;5:00
Raquel Pennington;Germaine de Randamie;loss;UFC Fight Night 139 - Korean Zombie vs. Rodriguez;Nov / 10 / 2018;Decision (Unanimous);Kevin MacDonald;3;5:00
Raquel Pennington;Amanda Nunes;loss;UFC 224 - Nunes vs. Pennington;May / 12 / 2018;TKO (Elbows and Punches);Marc Goddard;5;2:36
Raquel Pennington;Miesha Tate;win;UFC 205 - Alvarez vs. McGregor;Nov / 12 / 2016;Decision (Unanimous);Dan Miragliotta;3;5:00
Raquel Pennington;Elizabeth Phillips;win;UFC 202 - Diaz vs. McGregor 2;Aug / 20 / 2016;Decision (Unanimous);Herb Dean;3;5:00
Raquel Pennington;Bethe Correia;win;UFC on Fox 19 - Teixeira vs. Evans;Apr / 16 / 2016;Decision (Split);James Warring;3;5:00
Raquel Pennington;Jessica Andrade;win;UFC 191 - Johnson vs. Dodson 2;Sep / 05 / 2015;Submission (Rear-Naked Choke);Herb Dean;2;4:58
Raquel Pennington;Holly Holm;loss;UFC 184 - Rousey vs. Zingano;Feb / 28 / 2015;Decision (Split);Herb Dean;3;5:00
Raquel Pennington;Ashlee Evans-Smith;win;UFC 181 - Hendricks vs. Lawler 2;Dec / 06 / 2014;Technical Submission (Bulldog Choke);Mark Smith;1;4:59
Raquel Pennington;Jessica Andrade;loss;UFC 171 - Hendricks vs. Lawler;Mar / 15 / 2014;Decision (Split);Don Turnage;3;5:00
Raquel Pennington;Roxanne Modafferi;win;UFC - The Ultimate Fighter 18 Finale;Nov / 30 / 2013;Decision (Unanimous);Chris Tognoni;3;5:00
Raquel Pennington;Leslie Smith;loss;Invicta FC 4 - Esparza vs. Hyatt;Jan / 05 / 2013;Decision (Unanimous);Chuck Wolfe;3;5:00
Raquel Pennington;Cat Zingano;loss;Invicta FC 3 - Penne vs. Sugiyama;Oct / 06 / 2012;Submission (Rear-Naked Choke);Greg Franklin;2;3:32
Raquel Pennington;Raquel Pa'aluhi;win;Destiny MMA - Na Koa 1;Sep / 08 / 2012;Submission (Guillotine Choke);Kevin Yoshida;1;3:52
Raquel Pennington;Sarah Moras;win;Invicta FC 2 - Baszler vs. McMann;Jul / 28 / 2012;Decision (Unanimous);Michelle Drake Browning;3;5:00
Raquel Pennington;Tori Adams;loss;RMBB / TB - A Champion's Quest;Jun / 22 / 2012;Decision (Unanimous);Adam Martinez;3;5:00
Raquel Pennington;Kim Couture;win;MFP - Vengeance;Mar / 03 / 2012;TKO (Knees to the Body);Damond Clark;2;2:25
Lara Fritzen Procopio;Karol Rosa;loss;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;Decision (Split);Thomas Fann;3;5:00
Lara Fritzen Procopio;Sidy Rocha;win;Shooto Brasil 87 - BOPE;Aug / 24 / 2018;Decision (Unanimous);Leonardo Chebar;3;5:00
Lara Fritzen Procopio;Mariana Morais;win;Shooto Brazil - Shooto Brazil 81;Mar / 17 / 2018;Decision (Unanimous);Fernando Portella;3;5:00
Lara Fritzen Procopio;Mayra Cantuaria Rodrigues;win;Shooto Brazil - Shooto Brazil 77;Oct / 27 / 2017;Submission (Armbar);Leonardo Chebar;1;3:26
Lara Fritzen Procopio;Amanda Caroline;win;BH Fight - BH Sparta 10;Nov / 19 / 2016;Decision (Unanimous);Fernando Antonio Doca;3;5:00
Lara Fritzen Procopio;Erica Leidianny Ribeiro;win;BH Fight - BH Sparta 8;Apr / 15 / 2016;TKO (Punches);Fernando Antonio Doca;1;2:39
Lara Fritzen Procopio;Bruna Mara;win;Upper Fight - MMA Championship 6;Sep / 12 / 2015;Submission (Armbar);N/A;1;2:00
Marion Reneau;Yana Kunitskaya;loss;UFC Fight Night 146 - Lewis vs. Dos Santos;Mar / 09 / 2019;Decision (Unanimous);Nick Berens;3;5:00
Marion Reneau;Cat Zingano;loss;UFC Fight Night 133 - Dos Santos vs. Ivanov;Jul / 14 / 2018;Decision (Unanimous);Rulon Day;3;5:00
Marion Reneau;Sara McMann;win;UFC on Fox 28 - Emmett vs. Stephens;Feb / 24 / 2018;Submission (Triangle Choke);Kevin MacDonald;2;3:40
Marion Reneau;Talita Bernardo;win;UFC Fight Night 115 - Volkov vs. Struve;Sep / 02 / 2017;TKO (Punches);Kevin Sataki;3;4:54
Marion Reneau;Bethe Correia;draw;UFC Fight Night 106 - Belfort vs. Gastelum;Mar / 11 / 2017;Draw (Majority);Camila Albuquerque;3;5:00
Marion Reneau;Milana Dudieva;win;UFC Fight Night 99 - Mousasi vs. Hall 2;Nov / 19 / 2016;TKO (Punches and Elbows);Grant Waterman;3;3:03
Marion Reneau;Ashlee Evans-Smith;loss;UFC Fight Night 83 - Cerrone vs. Oliveira;Feb / 21 / 2016;Decision (Split);James Chappell;3;5:00
Marion Reneau;Holly Holm;loss;UFC Fight Night 71 - Mir vs. Duffee;Jul / 15 / 2015;Decision (Unanimous);Jason Herzog;3;5:00
Marion Reneau;Jessica Andrade;win;UFC Fight Night 61 - Bigfoot vs. Mir;Feb / 22 / 2015;Submission (Triangle Choke);Camila Albuquerque;1;1:54
Marion Reneau;Alexis Dufresne;win;UFC 182 - Jones vs. Cormier;Jan / 03 / 2015;Decision (Unanimous);Chris Tognoni;3;5:00
Marion Reneau;Maureen Riordon;win;RFA 16 - Copeland vs. Jorgensen;Jul / 25 / 2014;Submission (Armbar);Don Thais;1;4:15
Marion Reneau;Leslie Rodriguez;win;TPF 17 - Fall Brawl;Nov / 14 / 2013;TKO (Punches);Mark Lawley;1;1:24
Marion Reneau;Lydia Reyes;win;TWC 15 - Halloween Havoc 2;Oct / 26 / 2012;KO (Punch);N/A;1;0:10
Marion Reneau;Julia Avila;loss;TWC 13 - Impact;Jan / 27 / 2012;Decision (Unanimous);Cecil Peoples;3;3:00
Marion Reneau;Chantalle Castellanos;win;TWC 7 - Violence;Mar / 07 / 2010;TKO (Punches);N/A;3;1:38
Amanda Ribas;Randa Markos;win;UFC Fight Night 170 - Lee vs. Oliveira;Mar / 14 / 2020;Decision (Unanimous);Camila Albuquerque;3;5:00
Amanda Ribas;Mackenzie Dern;win;UFC Fight Night 161 - Jedrzejczyk vs. Waterson;Oct / 12 / 2019;Decision (Unanimous);Michael Cardoso;3;5:00
Amanda Ribas;Emily Whitmire;win;UFC on ESPN 3 - Ngannou vs. Dos Santos;Jun / 29 / 2019;Submission (Rear-Naked Choke);Vance Swerdan;2;2:10
Amanda Ribas;Jennifer Gonzalez Araneda;win;MF - Max Fight 18;May / 21 / 2016;TKO (Punches);Eduardo Herdy;2;0:42
Amanda Ribas;Polyana Viana;loss;JF - Jungle Fight 83;Nov / 28 / 2015;KO (Punches);Alessandro Souza;1;2:54
Amanda Ribas;Tania Pereda;win;JF - Jungle Fight 79;Jul / 04 / 2015;Submission (Rear-Naked Choke);Alessandro Souza;1;1:16
Amanda Ribas;Aline Sattelmayer;win;JF - Jungle Fight 76;Apr / 11 / 2015;Decision (Unanimous);Flavio Almendra;3;5:00
Amanda Ribas;Iara Sales;win;PC - Pentagon Combat 20;Sep / 27 / 2014;TKO (Punches);Jose Antonio Messias;1;0:36
Amanda Ribas;Ariane Carnelossi;win;PC - Pentagon Combat 20;Sep / 27 / 2014;Submission (Kneebar);Jose Antonio Messias;1;4:46
Amanda Ribas;Jessica Almeida;win;PC - Pentagon Combat 19;Mar / 15 / 2014;TKO (Punches);Jose Antonio Messias;1;0:42
Gillian Robertson;Maycee Barber;loss;UFC on ESPN 6 - Reyes vs. Weidman;Oct / 18 / 2019;TKO (Elbows and Punches);Gary Forman;1;3:04
Gillian Robertson;Sarah Frota;win;UFC 240 - Holloway vs. Edgar;Jul / 27 / 2019;TKO (Elbows);Kyle Cardinal;2;4:13
Gillian Robertson;Veronica Macedo;win;UFC Fight Night 145 - Blachowicz vs. Santos;Feb / 23 / 2019;Submission (Rear-Naked Choke);Jakub Muller;2;3:27
Gillian Robertson;Mayra Bueno Silva;loss;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;Submission (Ambar);Camila Albuquerque;1;4:55
Gillian Robertson;Molly McCann;win;UFC Fight Night 130 - Thompson vs. Till;May / 27 / 2018;Technical Submission (Rear-Naked Choke);Neil Hall;2;2:05
Gillian Robertson;Emily Whitmire;win;UFC - The Ultimate Fighter 26 Finale;Dec / 01 / 2017;Submission (Armbar);Chris Tognoni;1;2:12
Gillian Robertson;Hannah Cifers;win;NLFC - Next Level Fight Club 7;May / 13 / 2017;Submission (Rear-Naked Choke);N/A;2;4:12
Gillian Robertson;Cynthia Calvillo;loss;GKO 8 - Global Knockout 8;Nov / 19 / 2016;Decision (Unanimous);Josh Rosenthal;3;5:00
Gillian Robertson;Miki Rogers;win;AF 29 - Atlas Fights 29;Oct / 22 / 2016;Submission (Armbar);N/A;1;4:16
Gillian Robertson;Monica Medina;win;FFI - Blood and Sand 20;Aug / 13 / 2016;Decision (Unanimous);N/A;3;5:00
Gillian Robertson;Hannah Goldy;loss;Square Ring Promotions - Island Fights 37;Mar / 11 / 2016;Decision (Unanimous);Larry Folson;3;5:00
Marina Rodriguez;Cynthia Calvillo;draw;UFC on ESPN 7 - Overeem vs. Rozenstruik;Dec / 07 / 2019;Draw (Majority);Fernando Yamasaki;3;5:00
Marina Rodriguez;Tecia Torres;win;UFC Fight Night 156 - Shevchenko vs. Carmouche 2;Aug / 10 / 2019;Decision (Unanimous);Fernando Portella;3;5:00
Marina Rodriguez;Jessica Aguilar;win;UFC on ESPN 2 - Barboza vs. Gaethje;Mar / 30 / 2019;Decision (Unanimous);Keith Peterson;3;5:00
Marina Rodriguez;Randa Markos;draw;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;Draw (Majority);Camila Albuquerque;3;5:00
Marina Rodriguez;Maria de Oliveira Neta;win;Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 2;Aug / 11 / 2018;TKO (Punches);Chris Tognoni;1;3:03
Marina Rodriguez;Natalia Cristina da Silva;win;Thunder Fight 14 - Babuino vs. China;Dec / 16 / 2017;Decision (Unanimous);Lauro Massao Fumoto;3;5:00
Marina Rodriguez;Amanda Torres Sardinha;win;Shooto Brazil - Shooto Brazil 79;Dec / 10 / 2017;Decision (Unanimous);N/A;3;5:00
Marina Rodriguez;Samara Santos Cunha;win;F2N - Fight 2 Night 2;Apr / 28 / 2017;Decision (Unanimous);Camila Albuquerque;3;5:00
Marina Rodriguez;Paula Vieira da Silva;win;CTF - Curitiba Top Fight 10;Feb / 24 / 2017;TKO (Punches);Sandro Oliveira;1;4:50
Marina Rodriguez;Vanessa Guimaraes;win;AFC 41 - Road to KSW;Jul / 09 / 2016;Submission (Triangle Choke);N/A;2;1:47
Marina Rodriguez;Marcia Oliveira;win;Floripa Fight Championship - The Big Challenge;Jun / 04 / 2016;TKO (Punches);Roberto Piazza;1;1:42
Marina Rodriguez;Caroline Silva;win;AFC - Aspera Fighting Championship 33;Mar / 19 / 2016;TKO (Knee and Punches);Ricardo Bortoluzzi;2;0:47
Marina Rodriguez;Caroline Silva;win;AFC - Aspera FC 24;Sep / 12 / 2015;Decision (Unanimous);Heron Garcia;3;5:00
Marina Rodriguez;Silvania Monteiro;win;SJSF - Sao Jose Super Fight 6;Mar / 28 / 2015;TKO (Retirement);Marcio Alexandre;1;5:00
Mara Romero Borella;Cortney Casey;loss;UFC on ESPN 8 - Overeem vs. Harris;May / 16 / 2020;Submission (Armbar);Michael Cardoso;1;3:36
Mara Romero Borella;Montana De La Rosa;loss;UFC Fight Night 167 - Anderson vs. Blachowicz 2;Feb / 15 / 2020;Decision (Unanimous);Joe Coca;3;5:00
Mara Romero Borella;Lauren Murphy;loss;UFC on ESPN 5 - Covington vs. Lawler;Aug / 03 / 2019;TKO (Knee and Elbows);Liam Kerrigan;3;1:46
Mara Romero Borella;Taila Santos;win;UFC Fight Night 144 - Assuncao vs. Moraes 2;Feb / 02 / 2019;Decision (Split);Camila Albuquerque;3;5:00
Mara Romero Borella;Katlyn Chookagian;loss;UFC on Fox 27 - Jacare vs. Brunson 2;Jan / 27 / 2018;Decision (Unanimous);Donnie Jessup;3;5:00
Mara Romero Borella;Kalindra Faria;win;UFC 216 - Ferguson vs. Lee;Oct / 07 / 2017;Submission (Rear-Naked Choke);Jason Herzog;1;2:54
Mara Romero Borella;Milana Dudieva;win;Invicta FC 24 - Dudieva vs. Borella;Jul / 15 / 2017;Decision (Split);Mike England;3;5:00
Mara Romero Borella;Iren Racz;win;Mushin Fighting 3 - Open Golden Cup 3;Feb / 25 / 2017;Decision (Unanimous);Daniel Marsiglia;3;5:00
Mara Romero Borella;Maria Casanova;win;Kombat League - Colosseum 4: Magnum FC Fight Pass;Nov / 26 / 2016;Submission (Armbar);Luca Piu;2;2:34
Mara Romero Borella;Lena Ovchynnikova;NC;WMMAF - World MMA Cup 2016;May / 13 / 2016;No Contest (Overturned by WMMAF);N/A;3;5:00
Mara Romero Borella;Suvi Salmimies;win;Cage  - Cage 34;Feb / 13 / 2016;Decision (Split);Mikko Aaltonen;3;5:00
Mara Romero Borella;Lucrezia Ria;win;Kombat League - Colosseum 3;Dec / 05 / 2015;Submission (Armbar);Francesco Leori;1;4:14
Mara Romero Borella;Jin Tang;loss;Kunlun Fight 33 - World Tour;Oct / 31 / 2015;TKO (Punches);N/A;1;4:35
Mara Romero Borella;Stephanie Egger;loss;AFG - Arena Fighting Games;Oct / 04 / 2015;TKO (Corner Stoppage);N/A;1;5:00
Mara Romero Borella;Anna Elmose;loss;UCL 23 - Denmark;May / 23 / 2015;KO (Punches);Rene Martin;2;0:45
Mara Romero Borella;Liubov Tiupina;win;WMMAF - World MMA Championship 2015, Day 4;Apr / 17 / 2015;Submission (Armbar);N/A;1;1:40
Mara Romero Borella;Katia Curro;win;SFC 16 - Mushin Cage Fighting;Mar / 07 / 2015;TKO (Punches);N/A;1;4:18
Mara Romero Borella;Donatella Panu;NC;FIGMMA - Colosseum MMA in the Cage;Dec / 06 / 2014;No Contest (Overturned by FIGMMA/NADO Italia);Pasquale Pace;1;4:00
Mara Romero Borella;Elena Bondarenko;win;WMMAF - World MMA Championship 2014, Day 3;Oct / 18 / 2014;TKO (Punches);N/A;2;1:30
Mara Romero Borella;Ileana Bianzeno;win;Kombat League - Cage Fight 14;Sep / 13 / 2014;Decision (Unanimous);Max Baggio;3;5:00
Mara Romero Borella;Debi Studer;loss;MAX FC - Max Monster 2;Apr / 12 / 2014;Submission (Guillotine Choke);N/A;2;N/A
Mara Romero Borella;Sara Regini;win;SFC 12 - Saturday Fight Fever;Mar / 01 / 2014;TKO (Punches);N/A;1;1:33
