Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Shamil Abdurakhimov;Curtis Blaydes;loss;UFC 242 - Khabib vs. Poirier;Sep / 07 / 2019;TKO (Elbow and Punch);Marc Goddard;2;2:22
Shamil Abdurakhimov;Marcin Tybura;win;UFC Fight Night 149 - Overeem vs. Oleynik;Apr / 20 / 2019;TKO (Punches);Herb Dean;2;3:15
Shamil Abdurakhimov;Andrei Arlovski;win;UFC Fight Night 136 - Hunt vs. Oleynik;Sep / 15 / 2018;Decision (Unanimous);Leon Roberts;3;5:00
Shamil Abdurakhimov;Chase Sherman;win;UFC Fight Night 122 - Bisping vs. Gastelum;Nov / 25 / 2017;KO (Punches);Steve Perceval;1;1:24
Shamil Abdurakhimov;Derrick Lewis;loss;UFC Fight Night 102 - Lewis vs. Abdurakhimov;Dec / 09 / 2016;TKO (Punches);Dan Miragliotta;4;3:42
Shamil Abdurakhimov;Walt Harris;win;UFC Fight Night 96 - Lineker vs. Dodson;Oct / 01 / 2016;Decision (Split);Herb Dean;3;5:00
Shamil Abdurakhimov;Anthony Hamilton;win;UFC Fight Night 83 - Cerrone vs. Oliveira;Feb / 21 / 2016;Decision (Unanimous);Chip Snider;3;5:00
Shamil Abdurakhimov;Timothy Johnson;loss;UFC Fight Night 63 - Mendes vs. Lamas;Apr / 04 / 2015;TKO (Punches);Mike King;1;4:57
Shamil Abdurakhimov;Kenny Garner;win;M-1 Challenge 49 - Battle in the Mountains;Jun / 07 / 2014;Decision (Unanimous);Viktor Korneev;3;5:00
Shamil Abdurakhimov;Neil Grove;win;Tech-Krep FC - Southern Front 2;Oct / 04 / 2013;Decision (Unanimous);Ashot Ashughyan;3;5:00
Shamil Abdurakhimov;Jerry Otto;win;ProFC - ProFC 40;Apr / 01 / 2012;Submission (Keylock);Andrei Kovalev;1;1:46
Shamil Abdurakhimov;Tony Lopez;loss;WUFC - Challenge of Champions;Dec / 24 / 2011;Submission (Triangle Choke);N/A;3;1:54
Shamil Abdurakhimov;Marcos Oliveira;win;ADFC - Round 3;Mar / 11 / 2011;TKO (Punches);Marc Goddard;1;1:42
Shamil Abdurakhimov;Rameau Thierry Sokoudjou;win;ADFC - Round 2;Oct / 22 / 2010;TKO (Punches);N/A;3;2:17
Shamil Abdurakhimov;Jeff Monson;win;ADFC - Battle of the Champions;May / 14 / 2010;Decision (Majority);N/A;3;5:00
Shamil Abdurakhimov;Shamil Abdulmuslimov;win;ProFC - Commonwealth Cup;Apr / 23 / 2010;TKO (Punches);N/A;1;1:41
Shamil Abdurakhimov;Mikhail Rutskiv;win;ProFC - Pride & Honour;Mar / 19 / 2010;Submission (Armbar);N/A;1;1:39
Shamil Abdurakhimov;Magomedbag Agaev;win;ProFC - Union Nation Cup 4;Dec / 19 / 2009;Decision (Unanimous);N/A;2;5:00
Shamil Abdurakhimov;Thiago      Santos;loss;Union of Veterans of Sport - Mayor's Cup 2009;Nov / 27 / 2009;Decision (Unanimous);N/A;3;3:00
Shamil Abdurakhimov;Roman Savochka;win;ProFC - Union Nation Cup 2;Sep / 25 / 2009;TKO (Corner Stoppage);N/A;2;1:47
Shamil Abdurakhimov;Roman Mirzoyan;win;ProFC - Union Nation Cup 1;Aug / 21 / 2009;Submission (Armbar);N/A;1;3:30
Shamil Abdurakhimov;Vitalii Yalovenko;win;ProFC - King of The Night 2;Jul / 04 / 2009;KO;N/A;1;1:39
Shamil Abdurakhimov;Ante Maljkovic;win;ProFC - Russia vs. Europe;Mar / 29 / 2009;TKO (Punches);N/A;1;1:17
Shamil Abdurakhimov;Gabriel Garcia;win;fightFORCE - Day of Anger;Feb / 28 / 2009;TKO (Punches);N/A;1;0:57
Shamil Abdurakhimov;Vladimir Kuchenko;win;fightFORCE - Russia vs. The World;Apr / 19 / 2008;Submission (Kimura);N/A;1;N/A
Klidson Abreu;Shamil Gamzatov;loss;UFC Fight Night 163 - Magomedsharipov vs. Kattar;Nov / 09 / 2019;Decision (Split);Leon Roberts;3;5:00
Klidson Abreu;Sam Alvey;win;UFC on ESPN 4 - Dos Anjos vs. Edwards;Jul / 20 / 2019;Decision (Unanimous);Jacob Montalvo;3;5:00
Klidson Abreu;Magomed Ankalaev;loss;UFC Fight Night 145 - Blachowicz vs. Santos;Feb / 23 / 2019;Decision (Unanimous);Leon Roberts;3;5:00
Klidson Abreu;Anton Vyazigin;win;M-1 Challenge 99 - Battle of Narts;Nov / 17 / 2018;Submission (Straight Armbar);Vyacheslav Kiselev;2;3:16
Klidson Abreu;Viktor Nemkov;win;RCC 3 - Russian Cagefighting Championship 3;Jul / 09 / 2018;Submission (Rear-Naked Choke);Georgy Tamoev;2;1:02
Klidson Abreu;Matt Baker;win;Brave CF 11 - Mineiro vs. Santiago;Apr / 13 / 2018;Submission (Rear-Naked Choke);Fernando Portella;1;3:01
Klidson Abreu;Timo Feucht;win;Brave CF 8 - The Rise of Champions;Aug / 12 / 2017;Submission (Armbar);Fernando Portella;2;4:01
Klidson Abreu;Artur Guseinov;win;Brave CF 4 - Unstoppable;Mar / 31 / 2017;Submission (Rear-Naked Choke);N/A;1;3:42
Klidson Abreu;Leonardo Silva de Oliveira;win;JF - Jungle Fight 90;Sep / 03 / 2016;TKO (Doctor Stoppage);Flavio Almendra;3;1:58
Klidson Abreu;Bruno Henrique Cappelozza;loss;JF - Jungle Fight 87;May / 21 / 2016;TKO (Punches);Douglas Aires;3;3:08
Klidson Abreu;Johnny Walker;win;Samurai FC 12 - Hearts on Fire;Oct / 10 / 2015;Submission (Rear-Naked Choke);Alexandre Heman;2;3:10
Klidson Abreu;Morris Albert Lins;win;SFC 1 - Sierra Fighting Championship 1;Aug / 22 / 2015;TKO (Punches);Jean Guilhon;1;1:06
Klidson Abreu;Peterson Leite;loss;EF - Extreme Fighter 6;Dec / 13 / 2014;TKO (Punches);N/A;3;4:16
Klidson Abreu;Eli Reger Schablatura Pinto;win;West Combat 1 - Dos Santos vs. Lazart;Nov / 09 / 2013;Submission;N/A;1;1:55
Klidson Abreu;Alex Junius;win;MFC - Mr. Fighter Combat;Jun / 08 / 2013;Submission (Rear-Naked Choke);Murilo Rua;2;4:10
Klidson Abreu;Matheus Scheffel;win;BC - Beltrao Combat 2;Nov / 10 / 2012;Submission (Rear-Naked Choke);N/A;1;0:46
Klidson Abreu;Ari Souza;win;Ring of Fire 4 - In the Faive;Aug / 28 / 2012;KO (Punches);N/A;1;3:02
Klidson Abreu;Jose Rodolfo Goncalves Firmino;win;BC - Beltrao Combat;May / 19 / 2012;TKO;N/A;1;0:40
Klidson Abreu;Jeferson Miranda;win;CC - Cruzeiro Combat;Nov / 13 / 2011;Submission;N/A;1;0:00
Israel Adesanya;Yoel Romero;win;UFC 248 - Adesanya vs. Romero;Mar / 07 / 2020;Decision (Unanimous);Dan Miragliotta;5;5:00
Israel Adesanya;Robert Whittaker;win;UFC 243 - Whittaker vs. Adesanya;Oct / 05 / 2019;KO (Punches);Marc Goddard;2;3:33
Israel Adesanya;Kelvin Gastelum;win;UFC 236 - Holloway vs. Poirier;Apr / 13 / 2019;Decision (Unanimous);Marc Goddard;5;5:00
Israel Adesanya;Anderson Silva;win;UFC 234 - Adesanya vs. Silva;Feb / 09 / 2019;Decision (Unanimous);Herb Dean;3;5:00
Israel Adesanya;Derek Brunson;win;UFC 230 - Cormier vs. Lewis;Nov / 03 / 2018;TKO (Knees and Punches);Herb Dean;1;4:51
Israel Adesanya;Brad Tavares;win;UFC - The Ultimate Fighter 27 Finale;Jul / 06 / 2018;Decision (Unanimous);Herb Dean;5;5:00
Israel Adesanya;Marvin Vettori;win;UFC on Fox 29 - Poirier vs. Gaethje;Apr / 14 / 2018;Decision (Split);Herb Dean;3;5:00
Israel Adesanya;Rob Wilkinson;win;UFC 221 - Romero vs. Rockhold;Feb / 10 / 2018;TKO (Knees and Punches);Steve Perceval;2;3:37
Israel Adesanya;Stuart Dare;win;HFS - Hex Fight Series 12;Nov / 24 / 2017;KO (Head Kick);Greg Kleynjans;1;4:53
Israel Adesanya;Melvin Guillard;win;AFC 20 - Australian Fighting Championship 20;Jul / 28 / 2017;TKO (Punches);Greg Kleynjans;1;4:49
Israel Adesanya;Murad Kuramagomedov;win;WLF - E.P.I.C.: Elevation Power in Cage 4;May / 28 / 2016;TKO (Punches);N/A;2;1:05
Israel Adesanya;Andrew Flores Smith;win;Wu Lin Feng  - Glory of Heroes 2;May / 07 / 2016;TKO (Corner Stoppage);N/A;1;5:00
Israel Adesanya;Dibir Zagirov;win;WLF - E.P.I.C.: Elevation Power in Cage 2;Mar / 13 / 2016;TKO (Punches);N/A;2;2:23
Israel Adesanya;Vladimir Katykhin;win;WLF - E.P.I.C.: Elevation Power in Cage 1;Jan / 13 / 2016;TKO (Doctor Stoppage);N/A;2;N/A
Israel Adesanya;Gele Qing;win;WLF - Wu Lin Feng 2015: New Zealand vs. China;Sep / 19 / 2015;TKO (Elbows);Terry Hill;2;3:37
Israel Adesanya;Maui Tuigamala;win;FPF - Fair Pay Fighting 1;Sep / 05 / 2015;KO (Kick to the Body);Neil Swailes;2;1:25
Israel Adesanya;Kenan Song;win;WFC - The Legend Of Emei 3;Aug / 08 / 2015;TKO (Head Kick);N/A;1;1:59
Israel Adesanya;John Vake;win;Shuriken MMA - Best of the Best;Jun / 15 / 2013;TKO (Punches);Terry Hill;1;4:43
Israel Adesanya;James Griffiths;win;SFC 9 - Supremacy Fighting Championship 9;Mar / 24 / 2012;TKO (Punches);Terry Hill;1;2:09
Kevin Aguilar;Zubaira Tukhugov;loss;UFC Fight Night 168 - Felder vs. Hooker;Feb / 23 / 2020;TKO (Punches);Marc Goddard;1;3:21
Kevin Aguilar;Dan Ige;loss;UFC Fight Night 154 - Moicano vs. The Korean Zombie;Jun / 22 / 2019;Decision (Unanimous);Jimmy Neely;3;5:00
Kevin Aguilar;Enrique Barzola;win;UFC on ESPN 2 - Barboza vs. Gaethje;Mar / 30 / 2019;Decision (Unanimous);Bill Bookwalter;3;5:00
Kevin Aguilar;Rick Glenn;win;UFC - The Ultimate Fighter 28 Finale;Nov / 30 / 2018;Decision (Unanimous);Chris Tognoni;3;5:00
Kevin Aguilar;Joey    Gomez;win;Dana White's Tuesday Night Contender Series - Season 2, Episode 4;Jul / 10 / 2018;Decision (Split);Herb Dean;3;5:00
Kevin Aguilar;Thanh Le;win;LFA 40 - Aguilar vs. Le;May / 25 / 2018;KO (Punches);Aaron Menard;1;2:44
Kevin Aguilar;Justin Rader;win;LFA 18 - Aguilar vs. Rader;Aug / 04 / 2017;Decision (Unanimous);Kevin Nix;5;5:00
Kevin Aguilar;Damon Jackson;win;LFA 4 - Aguilar vs. Jackson;Feb / 17 / 2017;KO (Punches);Buddy Caskey;3;4:05
Kevin Aguilar;Tony Kelley;win;LFC 57 - Legacy Fighting Championship 57;Jul / 01 / 2016;Decision (Split);Stan McAndlish;5;5:00
Kevin Aguilar;David Bosnick;win;LFC 49 - Legacy Fighting Championship 49;Dec / 04 / 2015;TKO (Submission to Punches);Jared Baker;2;2:04
Kevin Aguilar;Alex Black;win;LFC 39 - Legacy Fighting Championship 39;Feb / 27 / 2015;TKO (Punches);Jon Schorle;3;3:13
Kevin Aguilar;Leonard Garcia;loss;LFC 26 - Legacy Fighting Championship 26;Dec / 06 / 2013;TKO (Punches);Jacob Montalvo;1;2:57
Kevin Aguilar;Hunter Tucker;win;LFC 19 - Legacy Fighting Championship 19;Apr / 12 / 2013;Submission (Armbar);Don Turnage;1;2:24
Kevin Aguilar;Nick Gonzalez;win;LFC 17 - Legacy Fighting Championship 17;Feb / 01 / 2013;Decision (Unanimous);Frank Collazo;3;5:00
Kevin Aguilar;Calvin Miller;win;Ascend Combat - Mayhem 2;May / 19 / 2012;TKO (Punches);Buddy Caskey;3;4:26
Kevin Aguilar;Rey Trujillo;win;Ascend Combat - Nothing Personal;Mar / 24 / 2012;TKO (Punches From Top-side Triangle);N/A;2;3:45
Kevin Aguilar;Nate Murdock;win;XFL - Xtreme Fight Night 5;Nov / 18 / 2011;TKO (Punches);Kevin Nix;3;1:16
Kevin Aguilar;Ronald Jacobs;win;FLABBP - Round 3: Night of Champions;Oct / 15 / 2011;TKO (Punches);N/A;2;2:35
Kevin Aguilar;Matt Hunt;win;BFC - Bellator Fighting Championships 36;Mar / 12 / 2011;TKO (Punches);Myron Gaudet;1;3:02
Kevin Aguilar;Chris Shumake;win;Ascend Combat - Season's Beatings 2;Dec / 03 / 2010;TKO (Punches);N/A;1;3:28
Omari Akhmedov;Ian Heinisch;win;UFC 245 - Usman vs. Covington;Dec / 14 / 2019;Decision (Unanimous);Marc Goddard;3;5:00
Omari Akhmedov;Zak Cummings;win;UFC 242 - Khabib vs. Poirier;Sep / 07 / 2019;Decision (Unanimous);Marc Goddard;3;5:00
Omari Akhmedov;Tim Boetsch;win;UFC Fight Night 146 - Lewis vs. Dos Santos;Mar / 09 / 2019;Decision (Unanimous);Herb Dean;3;5:00
Omari Akhmedov;Marvin Vettori;draw;UFC 219 - Cyborg vs. Holm;Dec / 30 / 2017;Draw (Majority);Chris Tognoni;3;5:00
Omari Akhmedov;Abdul Razak Alhassan;win;UFC Fight Night 109 - Gustafsson vs. Teixeira ;May / 28 / 2017;Decision (Split);Bobby Rehman;3;5:00
Omari Akhmedov;Kyle Noke;win;UFC Fight Night 101 - Whittaker vs. Brunson;Nov / 26 / 2016;Decision (Unanimous);Steve Perceval;3;5:00
Omari Akhmedov;Elizeu Zaleski dos Santos;loss;UFC on Fox 19 - Teixeira vs. Evans;Apr / 16 / 2016;TKO (Knees and Punches);Dan Miragliotta;3;3:03
Omari Akhmedov;Sergio Moraes;loss;UFC Fight Night 80 - Namajunas vs. VanZant;Dec / 10 / 2015;TKO (Punches);Jason Herzog;3;2:18
Omari Akhmedov;Brian Ebersole;win;UFC Fight Night 68 - Boetsch vs. Henderson;Jun / 06 / 2015;TKO (Knee Injury);Jordan Bass;1;5:00
Omari Akhmedov;Mats Nilsson;win;UFC 182 - Jones vs. Cormier;Jan / 03 / 2015;Decision (Unanimous);Yves Lavigne;3;5:00
Omari Akhmedov;Gunnar Nelson;loss;UFC Fight Night 37 - Gustafsson vs. Manuwa;Mar / 08 / 2014;Submission (Guillotine Choke);Grant Waterman;1;4:36
Omari Akhmedov;Thiago de Oliveira Perpetuo;win;UFC Fight Night 32 - Belfort vs. Henderson;Nov / 09 / 2013;KO (Punches);Kevin MacDonald;1;3:31
Omari Akhmedov;Fabricio Nascimento;win;ND - Nord Desant;May / 11 / 2013;Submission (Guillotine Choke);Murat Dibirov;1;0:53
Omari Akhmedov;Rafal Haratyk;win;BOS - Battle of Stars 1;Dec / 22 / 2012;KO (Punch);Ashon Ashugyan;1;2:26
Omari Akhmedov;Sergey Karpov;win;CBC - Colosseum Battles Champions;Oct / 21 / 2012;Submission (Guillotine Choke);N/A;1;4:58
Omari Akhmedov;Aleksander Boyko;win;OGC - Odessa Golden Cup;May / 09 / 2012;Submission (Triangle Choke);N/A;1;1:02
Omari Akhmedov;Aliyor Isakov;win;Governors Cup - Saint Petersburg;Apr / 28 / 2012;TKO (Punches);N/A;1;3:05
Omari Akhmedov;Talekh Nadzhafzade;win;Governors Cup - Saint Petersburg;Apr / 28 / 2012;TKO (Punches);N/A;1;0:20
Omari Akhmedov;Akbar Nabavizade;win;Governors Cup - Saint Petersburg;Apr / 28 / 2012;TKO (Punches);N/A;1;2:30
Omari Akhmedov;Mikhail Istomin;win;ProFC Grand Prix Global - Russia I;Oct / 01 / 2011;Submission (Armbar);N/A;1;1:22
Omari Akhmedov;Vladimir Semenov;win;ProFC Grand Prix Global - Russia I;Oct / 01 / 2011;Decision (Split);N/A;2;5:00
Omari Akhmedov;Musa Arslangadzhiev;win;UF - Urkarakh Fights;Jul / 22 / 2011;TKO (Punches);N/A;1;3:50
Omari Akhmedov;Michail Tsarev;loss;ProFC - Russia Cup Stage 2;Nov / 28 / 2010;Submission (Guillotine Choke);N/A;2;4:29
Omari Akhmedov;Magomed Umarov;win;PBSC - Pancration Black Sea Cup;Jul / 09 / 2010;Decision (Unanimous);N/A;2;5:00
Omari Akhmedov;Ishkhan Zakharian;win;ProFC - Fight Night 2;Jan / 30 / 2010;Submission (Rear-Naked Choke);N/A;1;3:40
Heili Alateng;Ryan Benoit;win;UFC Fight Night 165 - Edgar vs. Korean Zombie;Dec / 21 / 2019;Decision (Split);Thomas Fann;3;5:00
Heili Alateng;Danaa Batgerel;win;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;Decision (Unanimous);Steve Perceval;3;5:00
Heili Alateng;Jong Hyun Kwak;win;Road FC 47 - 2018 Openweight Grand Prix: Opening Round;May / 12 / 2018;TKO (Punches);Seung Ryul Shin;2;2:40
Heili Alateng;Ik Hwan Jang;win;Road FC 46 - Road Fighting Championship 46;Mar / 10 / 2018;TKO (Punches);N/A;1;3:06
Heili Alateng;Kai Asakura;loss;Road FC 37 - Road Fighting Championship 37;Mar / 11 / 2017;TKO (Punches);N/A;1;0:29
Heili Alateng;Nam Jin Jo;draw;Road FC 34 - Road Fighting Championship 34;Nov / 19 / 2016;Draw (Unanimous);N/A;3;5:00
Heili Alateng;Mu Song Choi;win;Road FC 31 - Road Fighting Championship 31;May / 14 / 2016;Decision (Unanimous);N/A;2;5:00
Heili Alateng;Fumiya Sasaki;win;Road FC 30 - Road Fighting Championship 30;Apr / 16 / 2016;TKO (Punches);N/A;1;1:34
Heili Alateng;Kana Hyatt;win;Kunlun Fight 38 - Clash of the Titans 2;Feb / 21 / 2016;Decision (Unanimous);N/A;3;5:00
Heili Alateng;Min Seok Kwon;win;Road FC 28 - Road Fighting Championship 28;Jan / 31 / 2016;Decision (Split);N/A;3;5:00
Heili Alateng;Emil Abbasov;win;WLF - E.P.I.C.: Elevation Power in Cage 1;Jan / 13 / 2016;Decision (Unanimous);N/A;3;5:00
Heili Alateng;Jessie Rafols;win;Kunlun Fight 31 - Bangkok Fight Night;Sep / 28 / 2015;Submission (Guillotine Choke);N/A;2;N/A
Heili Alateng;Nam Jin Jo;loss;WBK 4 - Battle of Kings;Jun / 05 / 2015;Decision (Unanimous);N/A;3;5:00
Heili Alateng;Stephen Langdown;win;One Championship 27 - Warrior's Quest;May / 22 / 2015;TKO (Punches and Soccer Kicks);Joey Lepiten;2;0:51
Heili Alateng;Altynbek Bazhimov;loss;Kunlun Fight - Cage Series 2;Apr / 04 / 2015;Submission (Armbar);N/A;1;2:53
Heili Alateng;Zhikang Zhao;loss;CKFC - Chinese Kung Fu Championships;Dec / 23 / 2014;Decision (Unanimous);N/A;3;3:00
Heili Alateng;Denis Puric;loss;Kunlun Fight 13 - World Tour;Nov / 16 / 2014;TKO (Punches);N/A;2;2:05
Heili Alateng;Chao Huang;win;CKFC - Chinese Kung Fu Championships;Nov / 11 / 2014;Submission (Rear-Naked Choke);N/A;2;1:44
Heili Alateng;Baasankhuu Damnlanpurev;loss;RUFF Fu - Ranik Ultimate Fighting Federation Fu;Jun / 07 / 2014;TKO (Punches);N/A;2;2:03
Heili Alateng;Tom Ni;win;RUFF 12 - Ranik Ultimate Fighting Federation 12;Mar / 29 / 2014;Submission (Rear-Naked Choke);N/A;1;N/A
Heili Alateng;Yadong Song;loss;RUFF 11 - Ranik Ultimate Fighting Federation 11;Nov / 30 / 2013;Decision (Unanimous);Herb Dean;3;5:00
Heili Alateng;Woong Hee Lee;win;Real - Real Fight MMA Championship 3;Oct / 20 / 2013;Decision (Unanimous);N/A;2;5:00
Iuri Alcantara;Cory Sandhagen;loss;UFC Fight Night 135 - Gaethje vs. Vick;Aug / 25 / 2018;TKO (Punches);Brandon Pfannenstiel;2;1:01
Iuri Alcantara;Joe Soto;win;UFC Fight Night 125 - Machida vs. Anders;Feb / 03 / 2018;TKO (Kick to the Body and Punches);Osiris Maia;1;1:06
Iuri Alcantara;Alejandro Perez;loss;UFC Fight Night 123 - Swanson vs. Ortega;Dec / 09 / 2017;Decision (Unanimous);Josh Rosenthal;3;5:00
Iuri Alcantara;Brian Kelleher;loss;UFC 212 - Aldo vs. Holloway;Jun / 03 / 2017;Submission (Guillotine Choke);Eduardo Herdy;1;1:48
Iuri Alcantara;Luke Sanders;win;UFC 209 - Woodley vs. Thompson 2;Mar / 04 / 2017;Submission (Kneebar);Marc Goddard;2;3:13
Iuri Alcantara;Brad Pickett;win;UFC 204 - Bisping vs. Henderson 2;Oct / 08 / 2016;Submission (Triangle Choke);Marc Goddard;1;1:59
Iuri Alcantara;Jimmie Rivera;loss;UFC on Fox 18 - Johnson vs. Bader;Jan / 30 / 2016;Decision (Unanimous);Liam Kerrigan;3;5:00
Iuri Alcantara;Leandro Issa;win;UFC 190 - Rousey vs. Correia;Aug / 01 / 2015;Decision (Unanimous);Osiris Maia;3;5:00
Iuri Alcantara;Frankie Saenz;loss;UFC Fight Night 61 - Bigfoot vs. Mir;Feb / 22 / 2015;Decision (Unanimous);Mario Yamasaki;3;5:00
Iuri Alcantara;Russell Doane;win;UFC Fight Night 51 - Bigfoot vs. Arlovski 2;Sep / 13 / 2014;Decision (Unanimous);Jerin Valel;3;5:00
Iuri Alcantara;Vaughan Lee;win;UFC Fight Night 41 - Munoz vs. Mousasi;May / 31 / 2014;KO (Punches);Grant Waterman;1;0:25
Iuri Alcantara;Wilson Reis;win;UFC Fight Night 36 - Machida vs. Mousasi;Feb / 15 / 2014;Decision (Split);Osiris Maia;3;5:00
Iuri Alcantara;Urijah Faber;loss;UFC Fight Night 26 - Shogun vs. Sonnen;Aug / 17 / 2013;Decision (Unanimous);Yves Lavigne;3;5:00
Iuri Alcantara;Iliarde Santos;win;UFC on FX 8 - Belfort vs. Rockhold;May / 18 / 2013;KO (Punches);Kevin Mulhall;1;2:31
Iuri Alcantara;Pedro Nobre;NC;UFC on FX 7 - Belfort vs. Bisping;Jan / 19 / 2013;NC (Accidental Foul);Dan Miragliotta;1;2:11
Iuri Alcantara;Hacran Dias;loss;UFC 147 - Silva vs. Franklin 2;Jun / 23 / 2012;Decision (Unanimous);Marc Goddard;3;5:00
Iuri Alcantara;Michihiro Omigawa;win;UFC 142 - Aldo vs. Mendes;Jan / 14 / 2012;Decision (Unanimous);Leon Roberts;3;5:00
Iuri Alcantara;Felipe Arantes;win;UFC 134 - Silva vs. Okami;Aug / 27 / 2011;Decision (Unanimous);Mario Yamasaki;3;5:00
Iuri Alcantara;Ricardo Lamas;win;WEC 53 - Henderson vs. Pettis;Dec / 16 / 2010;KO (Punches);Ron Nation;1;3:26
Iuri Alcantara;Manuelo Morales;win;JF - Jungle Fight 22;Sep / 18 / 2010;TKO (Front Kick to the Body);Carlos Barreto;1;0:16
Iuri Alcantara;Francisco Trinaldo;win;JF - Jungle Fight 22;Sep / 18 / 2010;Submission (Armbar);Carlos Barreto;2;2:24
Iuri Alcantara;Mario Schembri;win;AF - Amazon Fight 4;Aug / 13 / 2010;Submission (Kimura);Aldo Mondragon;3;0:28
Iuri Alcantara;Armando Gomes da Silva;win;JF - Jungle Fight 21;Jul / 31 / 2010;TKO (Punches);Carlos Barreto;1;4:01
Iuri Alcantara;Joao Paulo Rodrigues de Souza;win;IMC - Iron Man Championship 6;Jun / 10 / 2010;Submission (Armbar);N/A;1;2:11
Iuri Alcantara;Viscardi Andrade;win;JF - Jungle Fight 19;Apr / 17 / 2010;Decision (Split);Carlos Barreto;3;5:00
Iuri Alcantara;Jackson Pontes;win;IMC - Iron Man Championship 5;Mar / 11 / 2010;Submission (Triangle Armbar);Ricardo Arona;1;0:42
Iuri Alcantara;Marinho Moreira da Rocha;win;IMC - Iron Man Championship 4;Nov / 20 / 2009;Submission (Triangle Choke);N/A;1;3:40
Iuri Alcantara;Jamil Silveira da Conceicao;win;Leal Combat - Grand Prix;Nov / 05 / 2009;Submission (Triangle Choke);N/A;1;0:45
Iuri Alcantara;Francisco Silva;win;Leal Combat - Grand Prix;Nov / 05 / 2009;TKO (Knee Injury);N/A;1;2:42
Iuri Alcantara;Mauricio Reis;loss;MC - Minotauro Combat 1;Oct / 03 / 2009;Submission (Kneebar);N/A;1;0:49
Iuri Alcantara;Alexandre Alcantara;win;BOF 2 - Belem Open Fight 2;Sep / 17 / 2009;TKO (Punches);N/A;1;0:52
Iuri Alcantara;Rafael Carvalho;win;IMC - Iron Man Championship 3;Sep / 10 / 2009;TKO (Punches);N/A;1;0:00
Iuri Alcantara;Jimmy Lira Nascimento;win;Iron Man Championship - Champions;Apr / 19 / 2009;TKO (Punches);N/A;1;2:40
Iuri Alcantara;Carlos Aldenis;win;TVT - Tribus de Vale Tudo;Apr / 11 / 2009;TKO (Punches);N/A;2;3:22
Iuri Alcantara;Furdjel de Windt;win;Cage Fight Event - Rumble in the Jungle;Dec / 21 / 2008;Decision (Unanimous);N/A;3;5:00
Iuri Alcantara;Henrique Mello;loss;Fury FC - Fury Trials;May / 31 / 2008;Decision (Unanimous);N/A;2;5:00
Iuri Alcantara;Elielson Almeida;win;MF - Midway vs. Dinamite;May / 15 / 2008;Submission;N/A;1;0:00
Iuri Alcantara;Ronie Ronie;win;DFC 2 - The Lightweights;Mar / 19 / 2008;Submission (Rear Naked Choke);N/A;1;0:00
Iuri Alcantara;Andre Luis Oliveira;loss;Predador FC 4 - Kamae;Jan / 25 / 2007;TKO (Leg Injury);N/A;1;0:00
Iuri Alcantara;Rerison Araujo;win;MF - Midway Fight;Jun / 29 / 2006;Submission (Armbar);N/A;2;0:00
Iuri Alcantara;Ivanildo Nunes Santos;win;EF 2 - EcoFight 2;May / 06 / 2006;Submission (Armbar);N/A;1;0:47
Iuri Alcantara;Michel Addario Bastos;win;EF 2 - EcoFight 2;May / 06 / 2006;TKO (Punches);N/A;2;2:40
Iuri Alcantara;Rafael Addario Bastos;win;MCVT - Mega Combat Vale Tudo;Oct / 01 / 2005;KO;N/A;3;3:20
Iuri Alcantara;Renenson Greugy Costa da Silva;win;IMVT - Iron Man Vale Tudo 7;Jun / 11 / 2005;Submission (Armbar);N/A;1;0:11
Iuri Alcantara;Jose de Arimateia Mesquita dos Santos;win;DDG - Desafio de Gigantes 2;Mar / 13 / 2004;Submission (Armbar);N/A;1;2:11
Iuri Alcantara;Erlon Gabriel;win;SVT - Super Vale Tudo Ananindeua;Sep / 12 / 2003;KO (Punches);N/A;1;3:17
Jose Aldo;Marlon Moraes;loss;UFC 245 - Usman vs. Covington;Dec / 14 / 2019;Decision (Split);Marc Goddard;3;5:00
Jose Aldo;Alexander Volkanovski;loss;UFC 237 - Namajunas vs. Andrade;May / 11 / 2019;Decision (Unanimous);Marc Goddard;3;5:00
Jose Aldo;Renato Carneiro;win;UFC Fight Night 144 - Assuncao vs. Moraes 2;Feb / 02 / 2019;TKO (Punches);Jerin Valel;2;0:44
Jose Aldo;Jeremy Stephens;win;UFC on Fox 30 - Alvarez vs. Poirier 2;Jul / 28 / 2018;TKO (Punches);Yves Lavigne;1;4:19
Jose Aldo;Max Holloway;loss;UFC 218 - Holloway vs. Aldo 2;Dec / 02 / 2017;TKO (Punches);Herb Dean;3;4:51
Jose Aldo;Max Holloway;loss;UFC 212 - Aldo vs. Holloway;Jun / 03 / 2017;TKO (Punches);John McCarthy;3;4:13
Jose Aldo;Frankie Edgar;win;UFC 200 - Tate vs. Nunes;Jul / 09 / 2016;Decision (Unanimous);Marc Goddard;5;5:00
Jose Aldo;Conor McGregor;loss;UFC 194 - Aldo vs. McGregor;Dec / 12 / 2015;KO (Punch);John McCarthy;1;0:13
Jose Aldo;Chad Mendes;win;UFC 179 - Aldo vs. Mendes 2;Oct / 25 / 2014;Decision (Unanimous);Marc Goddard;5;5:00
