Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
John Dodson;Bill Boland;loss;UCW 7 - Anarchy;Apr / 07 / 2007;Decision (Unanimous);N/A;3;5:00
John Dodson;Jake  Long;win;Last Man Standing - Total Devastation;Mar / 17 / 2007;TKO (Punches);N/A;1;N/A
John Dodson;Clint Godfrey;win;ROF 27 - Collision Course;Dec / 09 / 2006;Decision (Unanimous);Jerome Locke;2;5:00
John Dodson;Joe Doherty;loss;ROF 25 - Overdrive;Jul / 29 / 2006;Decision (Unanimous);Shane Pitts;3;5:00
John Dodson;Jared Moreland;win;RITR - Rumble in the Rockies;Feb / 18 / 2006;TKO (Punches);Curtis Thrasher;1;2:55
John Dodson;Johnny Velasquez;win;KOTC - Socorro;Jul / 23 / 2005;Decision (Split);N/A;2;5:00
John Dodson;Yasuhiro Urushitani;loss;GCM - Demolition 041114;Nov / 14 / 2004;Decision (Unanimous);N/A;2;5:00
John Dodson;Zac White;win;DE - Desert Extreme;Sep / 03 / 2004;Submission (Rear-Naked Choke);N/A;1;3:23
Rafael dos Anjos;Michael Chiesa;loss;UFC Fight Night 166 - Blaydes vs. dos Santos;Jan / 25 / 2020;Decision (Unanimous);Kevin MacDonald;3;5:00
Rafael dos Anjos;Leon Edwards;loss;UFC on ESPN 4 - Dos Anjos vs. Edwards;Jul / 20 / 2019;Decision (Unanimous);Dan Miragliotta;5;5:00
Rafael dos Anjos;Kevin Lee;win;UFC Fight Night 152 - Dos Anjos vs. Lee;May / 18 / 2019;Submission (Arm-Triangle Choke);Dan Miragliotta;4;3:47
Rafael dos Anjos;Kamaru Usman;loss;UFC - The Ultimate Fighter 28 Finale;Nov / 30 / 2018;Decision (Unanimous);Yves Lavigne;5;5:00
Rafael dos Anjos;Colby Covington;loss;UFC 225 - Whittaker vs. Romero 2;Jun / 09 / 2018;Decision (Unanimous);Herb Dean;5;5:00
Rafael dos Anjos;Robbie Lawler;win;UFC on Fox 26 - Lawler vs. dos Anjos;Dec / 16 / 2017;Decision (Unanimous);Herb Dean;5;5:00
Rafael dos Anjos;Neil Magny;win;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Submission (Arm-Triangle Choke);Yves Lavigne;1;3:43
Rafael dos Anjos;Tarec Saffiedine;win;UFC Fight Night 111 - Holm vs. Correia;Jun / 17 / 2017;Decision (Unanimous);Greg Kleynjans;3;5:00
Rafael dos Anjos;Tony Ferguson;loss;UFC Fight Night 98 - Dos Anjos vs. Ferguson;Nov / 05 / 2016;Decision (Unanimous);Herb Dean;5;5:00
Rafael dos Anjos;Eddie Alvarez;loss;UFC Fight Night 90 - Dos Anjos vs. Alvarez;Jul / 07 / 2016;TKO (Punches);Herb Dean;1;3:49
Rafael dos Anjos;Donald Cerrone;win;UFC on Fox 17 - Dos Anjos vs. Cerrone 2;Dec / 19 / 2015;TKO (Punches);Herb Dean;1;1:06
Rafael dos Anjos;Anthony Pettis;win;UFC 185 - Pettis vs. dos Anjos;Mar / 14 / 2015;Decision (Unanimous);Dan Miragliotta;5;5:00
Rafael dos Anjos;Nate Diaz;win;UFC on Fox 13 - Dos Santos vs. Miocic;Dec / 13 / 2014;Decision (Unanimous);Jason Herzog;3;5:00
Rafael dos Anjos;Benson Henderson;win;UFC Fight Night 49 - Henderson vs. dos Anjos;Aug / 23 / 2014;KO (Punch);John McCarthy;1;2:31
Rafael dos Anjos;Jason High;win;UFC Fight Night 42 - Henderson vs. Khabilov;Jun / 07 / 2014;TKO (Punches);Kevin Mulhall;2;3:36
Rafael dos Anjos;Khabib Nurmagomedov;loss;UFC on Fox 11 - Werdum vs. Browne;Apr / 19 / 2014;Decision (Unanimous);John McCarthy;3;5:00
Rafael dos Anjos;Donald Cerrone;win;UFC Fight Night 27 - Condit vs. Kampmann 2;Aug / 28 / 2013;Decision (Unanimous);Dan Miragliotta;3;5:00
Rafael dos Anjos;Evan Dunham;win;UFC on FX 8 - Belfort vs. Rockhold;May / 18 / 2013;Decision (Unanimous);Kevin Mulhall;3;5:00
Rafael dos Anjos;Mark Bocek;win;UFC 154 - St. Pierre vs. Condit;Nov / 17 / 2012;Decision (Unanimous);Yves Lavigne;3;5:00
Rafael dos Anjos;Anthony Njokuani;win;UFC on Fuel TV 4 - Munoz vs. Weidman;Jul / 11 / 2012;Decision (Unanimous);Marcos Rosales;3;5:00
Rafael dos Anjos;Kamal Shalorus;win;UFC on Fuel TV 3 - Korean Zombie vs. Poirier;May / 15 / 2012;Submission (Rear-Naked Choke);Todd McGovern;1;1:40
Rafael dos Anjos;Gleison Tibau;loss;UFC 139 - Shogun vs. Henderson;Nov / 19 / 2011;Decision (Split);Jason McCoy;3;5:00
Rafael dos Anjos;George Sotiropoulos;win;UFC 132 - Cruz vs. Faber 2;Jul / 02 / 2011;KO (Punch);Yves Lavigne;1;0:59
Rafael dos Anjos;Clay Guida;loss;UFC 117 - Silva vs. Sonnen;Aug / 07 / 2010;TKO (Jaw Injury);Herb Dean;3;1:51
Rafael dos Anjos;Terry Etim;win;UFC 112 - Invincible;Apr / 10 / 2010;Submission (Armbar);Marc Goddard;2;4:30
Rafael dos Anjos;Kyle Bradley;win;UFC Fight Night 20 - Maynard vs. Diaz;Jan / 11 / 2010;Decision (Unanimous);N/A;3;5:00
Rafael dos Anjos;Robert Emerson;win;UFC 103 - Franklin vs. Belfort;Sep / 19 / 2009;Decision (Unanimous);Kerry Hatley;3;5:00
Rafael dos Anjos;Tyson Griffin;loss;UFC Fight Night 18 - Condit vs. Kampmann;Apr / 01 / 2009;Decision (Unanimous);Mario Yamasaki;3;5:00
Rafael dos Anjos;Jeremy Stephens;loss;UFC 91 - Couture vs. Lesnar;Nov / 15 / 2008;KO (Punches);Steve Mazzagatti;3;0:39
Rafael dos Anjos;Takafumi Otsuka;win;Fury FC 6 - High Voltage;Jul / 12 / 2008;Decision (Split);N/A;3;5:00
Rafael dos Anjos;Takaichi Hirayama;win;Pancrase - Shining 5;Jun / 01 / 2008;Submission (Armbar);Ryogaku Wada;1;1:25
Rafael dos Anjos;Gabriel Miglioli;win;Fury FC 5 - Final Conflict;Dec / 06 / 2007;Decision (Unanimous);N/A;3;5:00
Rafael dos Anjos;Danilo Cherman;win;Fury FC 4 - High Voltage;Aug / 04 / 2007;Submission (Kimura);N/A;2;3:38
Rafael dos Anjos;Mauricio Reis;win;XFC - Brazil;Apr / 29 / 2007;Submission (Rear-Naked Choke);N/A;1;6:24
Rafael dos Anjos;Thiago Meller;win;XFC - Brazil;Apr / 29 / 2007;Submission (Rear-Naked Choke);N/A;1;7:28
Rafael dos Anjos;Johil de Oliveira;win;Juiz de Fora - Fight 4;Apr / 14 / 2007;Submission (Rear-Naked Choke);N/A;1;2:50
Rafael dos Anjos;Mateus Trindade;win;Shooto - Brazil 2;Mar / 24 / 2007;Decision (Unanimous);N/A;3;5:00
Rafael dos Anjos;Diogo Oliveira;win;TFMMA - Top Fighter MMA 2;Oct / 25 / 2006;Submission (Armbar);N/A;2;0:00
Rafael dos Anjos;Jorge Britto;loss;Arena - BH Combat;Jun / 04 / 2005;Decision (Split);N/A;3;5:00
Rafael dos Anjos;Felipe Arinelli;win;Juiz de Fora - Fight 2;Apr / 16 / 2005;TKO (Cut);N/A;2;0:00
Rafael dos Anjos;Joao Paulo Almeida Alves;win;Arena BH - Arena Belo Horizonte;Oct / 09 / 2004;Decision;N/A;3;5:00
Rafael dos Anjos;Adriano Abu;loss;Juiz de Fora - Fight 1;Sep / 25 / 2004;Decision (Split);N/A;3;5:00
Anderson dos Santos;Andre Ewell;loss;UFC Fight Night 154 - Moicano vs. The Korean Zombie;Jun / 22 / 2019;Decision (Unanimous);Gary Copeland;3;5:00
Anderson dos Santos;Nad Narimani;loss;UFC Fight Night 140 - Magny vs. Ponzinibbio;Nov / 17 / 2018;Decision (Unanimous);Eduardo Herdy;3;5:00
Anderson dos Santos;Aleandro Caetano;win;TF 16 - Thunder Fight 16: Rise of Immortals;Nov / 03 / 2018;Decision (Unanimous);Eduardo Melo;3;5:00
Anderson dos Santos;Wanderley da Silva Ferreira Jr.;win;SFT - Standout Fighting Tournament 3;Jul / 21 / 2018;TKO;Eduardo Melo;1;4:10
Anderson dos Santos;Fard Muhammad;win;CCW - California Cage Wars 5;Apr / 22 / 2018;Decision;N/A;5;5:00
Anderson dos Santos;Victor Henry;loss;KOTC - Energetic Pursuit;Feb / 24 / 2018;TKO (Doctor Stoppage);N/A;2;5:00
Anderson dos Santos;Claudio Aparecido Bertarello;win;Demolidor Fight MMA 10 - Souza vs. Machado;Aug / 12 / 2017;Submission (Guillotine Choke);Roberto Thomaz;1;2:17
Anderson dos Santos;Said Nurmagomedov;loss;WFCA 35 - Battle in Astana;Apr / 01 / 2017;Submission (Guillotine Choke);N/A;1;1:52
Anderson dos Santos;Josema Jose da Paz;win;Katana Fight - Gaucho vs. Gordillo;Nov / 26 / 2016;Submission (Rear-Naked Choke);Airton Junior;2;3:58
Anderson dos Santos;Thiago dos Santos;win;Gold Fight 8 - Puro Osso vs. Souza;Oct / 29 / 2016;Submission (Rear-Naked Choke);Genival Ivo;1;2:11
Anderson dos Santos;Andrew Whitney;loss;Titan FC 40 - Cavalcante vs. Assuncao;Aug / 05 / 2016;TKO (Punches);James Warring;2;3:28
Anderson dos Santos;Ricky Simon;win;Titan FC 37 - Simon vs. Dos Santos;Mar / 04 / 2016;Technical Submission (Rear-Naked Choke);Steve Newport;2;2:38
Anderson dos Santos;Josenaldo Silva;loss;JF - Jungle Fight 84;Dec / 05 / 2015;TKO (Punches);N/A;3;1:40
Anderson dos Santos;Mario Danilo;win;BK - Bison Kombat 1;Jul / 18 / 2015;Submission (Rear-Naked Choke);Roberto Thomaz;1;2:48
Anderson dos Santos;Eduardo de Souza Silva;loss;CEF 12 - Coliseu Extreme Fight 12;May / 09 / 2015;Submission (Guillotine Choke);Flavio Almendra;1;0:55
Anderson dos Santos;Arivaldo Lima da Silva;win;Talent MMA Circuit 10 - Osasco 2014;Aug / 09 / 2014;Submission (Guillotine Choke);Roberto Thomaz;1;4:40
Anderson dos Santos;Michel de Oliveira;win;Circuito de Lutas - Fight Night;Jun / 11 / 2014;Submission (Rear-Naked Choke);Antonio Messias;1;2:40
Anderson dos Santos;Marcos Vinicius Borges Pancini;win;Talent MMA Circuit 6 - Curitiba 2014;Feb / 22 / 2014;KO (Punch);Roberto Thomaz;1;3:43
Anderson dos Santos;Jose Alexandre;win;Talent MMA Circuit 3 - Guarulhos 2013;Sep / 28 / 2013;KO (Punch);Roberto Thomaz;2;1:40
Anderson dos Santos;Ricardo Sattelmayer;win;XFMMA - X-Fight MMA 6;Jul / 27 / 2013;Submission (Armbar);Ton Munhoz;1;3:03
Anderson dos Santos;Leandro Souza Santos;win;Bison FC 1 - Almeida vs. Reborn;Jul / 04 / 2013;Submission (Rear-Naked Choke);Roberto Thomaz;1;2:59
Anderson dos Santos;Fernando da Silva Lima;win;Talent MMA Circuit 1 - Valinhos 2013;Apr / 05 / 2013;Submission (Rear-Naked Choke);Roberto Thomaz;2;1:57
Anderson dos Santos;Adilson Dias;win;Supreme FC - Supreme Fight Championship;Dec / 01 / 2012;Decision (Split);Roberto Thomaz;3;5:00
Anderson dos Santos;Edson Missio;win;Elite FC - Elite Fighting Championship 4;Oct / 20 / 2012;TKO (Punches);N/A;1;3:10
Anderson dos Santos;Everaldo Souza;loss;TC - The Coliseum 1;Apr / 13 / 2012;Decision (Unanimous);N/A;3;5:00
Anderson dos Santos;Cemir Silva;win;Romani Fight Brasil 1 - Romani Fight;Mar / 24 / 2012;Decision (Split);Roberto Garra;3;5:00
Anderson dos Santos;Jorge Andrade;win;MCC 2 - Morganti Contact Championship 2;Mar / 03 / 2012;Submission (Rear-Naked Choke);Wernei Cardoso;2;3:26
Anderson dos Santos;Ronielmo Lopes;win;FS - Fight Stars;Sep / 14 / 2011;KO (Punch);N/A;1;3:06
Junior dos Santos;Curtis Blaydes;loss;UFC Fight Night 166 - Blaydes vs. dos Santos;Jan / 25 / 2020;TKO (Punches);Dan Miragliotta;2;1:06
Junior dos Santos;Francis Ngannou;loss;UFC on ESPN 3 - Ngannou vs. Dos Santos;Jun / 29 / 2019;TKO (Punches);Herb Dean;1;1:11
Junior dos Santos;Derrick Lewis;win;UFC Fight Night 146 - Lewis vs. Dos Santos;Mar / 09 / 2019;TKO (Punches);Herb Dean;2;1:58
Junior dos Santos;Tai Tuivasa;win;UFC Fight Night 142 - Dos Santos vs. Tuivasa;Dec / 01 / 2018;TKO (Punches);Herb Dean;2;2:30
Junior dos Santos;Blagoy Ivanov;win;UFC Fight Night 133 - Dos Santos vs. Ivanov;Jul / 14 / 2018;Decision (Unanimous);Herb Dean;5;5:00
Junior dos Santos;Stipe Miocic;loss;UFC 211 - Miocic vs. Dos Santos 2;May / 13 / 2017;TKO (Punches);Herb Dean;1;2:22
Junior dos Santos;Ben Rothwell;win;UFC Fight Night 86 - Rothwell vs. Dos Santos;Apr / 10 / 2016;Decision (Unanimous);Leon Roberts;5;5:00
Junior dos Santos;Alistair Overeem;loss;UFC on Fox 17 - Dos Anjos vs. Cerrone 2;Dec / 19 / 2015;TKO (Punches);Dan Miragliotta;2;4:43
Junior dos Santos;Stipe Miocic;win;UFC on Fox 13 - Dos Santos vs. Miocic;Dec / 13 / 2014;Decision (Unanimous);Herb Dean;5;5:00
Junior dos Santos;Cain Velasquez;loss;UFC 166 - Velasquez vs. Dos Santos 3;Oct / 19 / 2013;TKO (Slam and Punch);Herb Dean;5;3:09
Junior dos Santos;Mark Hunt;win;UFC 160 - Velasquez vs. Bigfoot 2;May / 25 / 2013;KO (Spinning Hook Kick);Steve Mazzagatti;3;4:18
Junior dos Santos;Cain Velasquez;loss;UFC 155 - Dos Santos vs. Velasquez 2;Dec / 29 / 2012;Decision (Unanimous);Herb Dean;5;5:00
Junior dos Santos;Frank Mir;win;UFC 146 - Dos Santos vs. Mir;May / 26 / 2012;TKO (Punches);Herb Dean;2;3:04
Junior dos Santos;Cain Velasquez;win;UFC on Fox 1 - Velasquez vs. Dos Santos;Nov / 12 / 2011;KO (Punches);John McCarthy;1;1:04
Junior dos Santos;Shane Carwin;win;UFC 131 - Dos Santos vs. Carwin;Jun / 11 / 2011;Decision (Unanimous);Herb Dean;3;5:00
Junior dos Santos;Roy Nelson;win;UFC 117 - Silva vs. Sonnen;Aug / 07 / 2010;Decision (Unanimous);Marcos Rosales;3;5:00
Junior dos Santos;Gabriel Gonzaga;win;UFC Live 1 - Vera vs. Jones;Mar / 21 / 2010;TKO (Punches);Josh Rosenthal;1;3:53
Junior dos Santos;Gilbert Yvel;win;UFC 108 - Evans vs. Silva;Jan / 02 / 2010;TKO (Punches);Herb Dean;1;2:07
Junior dos Santos;Mirko Filipovic;win;UFC 103 - Franklin vs. Belfort;Sep / 19 / 2009;TKO (Submission to Punch);Dan Miragliotta;3;2:00
Junior dos Santos;Stefan Struve;win;UFC 95 - Sanchez vs. Stevenson;Feb / 21 / 2009;TKO (Punches);Dan Miragliotta;1;0:54
Junior dos Santos;Fabricio Werdum;win;UFC 90 - Silva vs. Cote;Oct / 25 / 2008;TKO (Punches);Marc Fennell;1;1:21
Junior dos Santos;Geronimo dos Santos;win;DF - Demo Fight 3;May / 24 / 2008;TKO (Doctor Stoppage);N/A;1;N/A
Junior dos Santos;Joaquim Ferreira;loss;MTL - Final;Nov / 10 / 2007;Submission (Armbar);N/A;1;1:13
Junior dos Santos;Jair Goncalves;win;MTL - Mo Team League 2;Sep / 29 / 2007;TKO (Punches);N/A;1;2:52
Junior dos Santos;Joaquim Ferreira;win;XFC - Brazil;Apr / 29 / 2007;TKO (Retirement);N/A;1;5:00
Junior dos Santos;Edson Ramos;win;XFC - Brazil;Apr / 29 / 2007;TKO (Doctor Stoppage);N/A;1;8:46
Junior dos Santos;Eduardo Maiorino;win;MF - Minotauro Fights 5;Dec / 09 / 2006;Submission (Guillotine Choke);N/A;1;0:50
Junior dos Santos;Jailson Silva Santos;win;DF - Demo Fight 1;Jul / 16 / 2006;KO (Soccer Kick);N/A;1;2:58
Elizeu Zaleski dos Santos;Alexey Kunchenko;win;UFC Fight Night 170 - Lee vs. Oliveira;Mar / 14 / 2020;Decision (Unanimous);Osiris Maia;3;5:00
Elizeu Zaleski dos Santos;Jingliang Li;loss;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;TKO (Punches);John Sharp;3;4:51
Elizeu Zaleski dos Santos;Curtis Millender;win;UFC Fight Night 146 - Lewis vs. Dos Santos;Mar / 09 / 2019;Submission (Rear-Naked Choke);Rob Hinds;1;2:35
Elizeu Zaleski dos Santos;Luigi Vendramini;win;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;KO (Flying Knee and Punches);Fernando Portella;2;1:20
Elizeu Zaleski dos Santos;Sean Strickland;win;UFC 224 - Nunes vs. Pennington;May / 12 / 2018;KO (Spinning Wheel Kick and Punches);Fernando Portella;1;3:40
Elizeu Zaleski dos Santos;Max Griffin;win;UFC Fight Night 119 - Brunson vs. Machida;Oct / 28 / 2017;Decision (Unanimous);Jerin Valel;3;5:00
Elizeu Zaleski dos Santos;Lyman Good;win;UFC on Fox 25 - Weidman vs. Gastelum;Jul / 22 / 2017;Decision (Split);Todd Anderson;3;5:00
Elizeu Zaleski dos Santos;Keita Nakamura;win;UFC Fight Night 96 - Lineker vs. Dodson;Oct / 01 / 2016;Decision (Unanimous);Dave Hagen;3;5:00
Elizeu Zaleski dos Santos;Omari Akhmedov;win;UFC on Fox 19 - Teixeira vs. Evans;Apr / 16 / 2016;TKO (Knees and Punches);Dan Miragliotta;3;3:03
Elizeu Zaleski dos Santos;Nicolas Dalby;loss;UFC Fight Night 67 - Condit vs. Alves;May / 30 / 2015;Decision (Split);Fernando Yamasaki;3;5:00
Elizeu Zaleski dos Santos;Eduardo Ramon;win;JF - Jungle Fight 75;Dec / 18 / 2014;Submission (Rear-Naked Choke);Douglas Aires;2;2:07
Elizeu Zaleski dos Santos;Itamar Rosa;win;JF - Jungle Fight 71;Jul / 19 / 2014;KO (Punches);Douglas Aires;1;1:59
Elizeu Zaleski dos Santos;Rodrigo Souza;win;JF - Jungle Fight 65;Feb / 02 / 2014;TKO (Punches);N/A;2;2:57
Elizeu Zaleski dos Santos;Josenildo Ramalho;win;JF - Jungle Fight 59;Oct / 12 / 2013;KO (Punches);N/A;1;2:42
Elizeu Zaleski dos Santos;Guilherme Vasconcelos;loss;JF - Jungle Fight 54;Jun / 29 / 2013;Submission (Rear-Naked Choke);Marcus Vinicius;2;2:20
Elizeu Zaleski dos Santos;Ricardo Silva;win;Smash - Smash Fight;May / 03 / 2013;TKO (Punches);William Vianna;1;1:16
Elizeu Zaleski dos Santos;Gilmar Dutra Lima;win;Smash - Smash Fight;May / 03 / 2013;KO (Punch);William Vianna;1;0:27
Elizeu Zaleski dos Santos;Franklin Jensen;loss;Sparta - MMA;Sep / 29 / 2012;Decision (Unanimous);N/A;3;5:00
Elizeu Zaleski dos Santos;Misael Chamorro;win;BC - Beltrao Combat;May / 19 / 2012;Submission (Rear-Naked Choke);N/A;2;1:35
Elizeu Zaleski dos Santos;Viscardi Andrade;loss;MF - Max Fight 11;Mar / 17 / 2012;Submission (Rear-Naked Choke);N/A;2;1:27
Elizeu Zaleski dos Santos;Jose de Ribamar Machado Gomes;loss;AF - Amazon Fight 10;Dec / 07 / 2011;Decision (Split);N/A;3;5:00
Elizeu Zaleski dos Santos;Jackson Pontes;win;MF - Max Fight 10;Nov / 10 / 2011;TKO (Punches);N/A;1;2:42
Elizeu Zaleski dos Santos;Joao Paulo Prado;win;VFC - Vale Fighting Championship;Aug / 06 / 2011;TKO (Retirement);N/A;2;5:00
Elizeu Zaleski dos Santos;Misael Chamorro;win;BBN - Big Bold's Night;Nov / 13 / 2010;TKO (Punches);N/A;1;N/A
Elizeu Zaleski dos Santos;Dyego Roberto;win;Samurai FC - Samurai Fight Combat 3;Apr / 25 / 2010;TKO (Kick to the Body);N/A;3;4:16
Elizeu Zaleski dos Santos;Christian Tide Squeti;win;LFS - Londrina Fight Show 1;Dec / 13 / 2009;Decision (Split);Vinicius Canevari;3;5:00
Elizeu Zaleski dos Santos;Wellington Bruno Morgenstern;win;B33F - B33 Fight 8;Nov / 15 / 2009;KO (Punches);N/A;1;0:00
Elizeu Zaleski dos Santos;Douglas Jandozo;win;G1 - Open Fight 7;Nov / 08 / 2009;KO (Punches);N/A;1;3:03
Todd Duffee;Jeff Hughes;NC;UFC Fight Night 158 - Cowboy vs. Gaethje;Sep / 14 / 2019;NC (Accidental Eye Poke);Kevin Dornan;1;4:03
Todd Duffee;Frank Mir;loss;UFC Fight Night 71 - Mir vs. Duffee;Jul / 15 / 2015;KO (Punch);John McCarthy;1;1:13
Todd Duffee;Anthony Hamilton;win;UFC 181 - Hendricks vs. Lawler 2;Dec / 06 / 2014;KO (Punch);Herb Dean;1;0:33
Todd Duffee;Philip De Fries;win;UFC 155 - Dos Santos vs. Velasquez 2;Dec / 29 / 2012;TKO (Punches);Yves Lavigne;1;2:04
Todd Duffee;Neil Grove;win;SFL 2 - Super Fight League 2;Apr / 07 / 2012;TKO (Punches);Herb Dean;1;0:34
Todd Duffee;Alistair Overeem;loss;K-1 - Dynamite!! Power of Courage 2010;Dec / 31 / 2010;KO (Punches);Moritaka Oshiro;1;0:19
Todd Duffee;Mike Russow;loss;UFC 114 - Rampage vs. Evans;May / 29 / 2010;KO (Punch);Josh Rosenthal;3;2:32
Todd Duffee;Tim Hague;win;UFC 102 - Couture vs. Nogueira;Aug / 29 / 2009;KO (Punches);Mario Yamasaki;1;0:07
Todd Duffee;Assuerio Silva;win;JF - Jungle Fight 11;Sep / 13 / 2008;TKO (Punches);N/A;2;1:17
Todd Duffee;Josh Bennett;win;ANFC 2 - Alianza National Full Contact 2;Aug / 08 / 2008;KO (Punches);N/A;1;1:25
Todd Duffee;Mark Honneger;win;CHF - Crazy Horse Fights;Dec / 11 / 2007;TKO (Punches);Frank Gentile;1;3:22
Todd Duffee;Mike Walbright;win;ISCF - Head-On Collision;Jun / 01 / 2007;TKO (Punches);N/A;1;0:16
Todd Duffee;Jonathan Spears;win;ISCF - Invasion;Feb / 09 / 2007;TKO (Punches);N/A;1;0:15
Joseph Duffy;Marc Diakiese;loss;UFC Fight Night 147 - Till vs. Masvidal;Mar / 16 / 2019;Decision (Unanimous);Daniel Movahedi;3;5:00
Joseph Duffy;James Vick;loss;UFC 217 - Bisping vs. St. Pierre;Nov / 04 / 2017;TKO (Punches);Todd Anderson;2;4:59
Joseph Duffy;Reza Madadi;win;UFC Fight Night 107 - Manuwa vs. Anderson;Mar / 18 / 2017;Decision (Unanimous);Marc Goddard;3;5:00
Joseph Duffy;Mitch Clarke;win;UFC Fight Night 90 - Dos Anjos vs. Alvarez;Jul / 07 / 2016;Submission (Rear-Naked Choke);John McCarthy;1;0:25
Joseph Duffy;Dustin Poirier;loss;UFC 195 - Lawler vs. Condit;Jan / 02 / 2016;Decision (Unanimous);Chris Tognoni;3;5:00
Joseph Duffy;Ivan Jorge;win;UFC Fight Night 72 - Bisping vs. Leites;Jul / 18 / 2015;Submission (Triangle Choke);Neil Hall;1;3:05
Joseph Duffy;Jake Lindsey;win;UFC 185 - Pettis vs. dos Anjos;Mar / 14 / 2015;KO (Punch to the Body);Herb Dean;1;1:47
Joseph Duffy;Julien Boussuge;win;CWFC 74 - Cage Warriors Fighting Championship 74;Nov / 15 / 2014;KO (Knee);Marc Goddard;1;0:36
Joseph Duffy;Damien Lapilus;win;CWFC 70 - Cage Warriors Fighting Championship 70;Aug / 16 / 2014;Submission (Rear-Naked Choke);Marc Goddard;3;2:18
Joseph Duffy;Ivan Musardo;loss;CWFC 44 - Cage Warriors Fighting Championship 44;Oct / 01 / 2011;Submission (Guillotine Choke);Marc Goddard;4;4:25
Joseph Duffy;Francis Heagney;win;CWFC 43 - Cage Warriors Fighting Championship 43;Jul / 09 / 2011;Decision (Unanimous);Marc Goddard;3;5:00
Joseph Duffy;Oriol Gaset;win;CWFC 42 - Cage Warriors Fighting Championship 42;May / 28 / 2011;TKO (Punches);Marc Goddard;1;2:46
Joseph Duffy;Tom Maguire;win;CWFC 40 - Cage Warriors Fighting Championship 40;Feb / 26 / 2011;Submission (Triangle Choke);Neil Hall;1;4:47
Joseph Duffy;Conor McGregor;win;CWFC 39 - Cage Warriors 39: The Uprising;Nov / 27 / 2010;Submission (Arm-Triangle Choke);Marc Goddard;1;0:38
Joseph Duffy;Norman Parke;win;SFC 3 - Spartan Fight Challenge;Mar / 20 / 2010;Submission (Rear-Naked Choke);N/A;1;0:00
Joseph Duffy;Sebastien Grandin;win;KnuckleUp MMA 3 - Mills vs. Wallhead;Nov / 01 / 2009;Submission (Triangle Choke);N/A;1;1:36
Joseph Duffy;Marius Buzinskas;win;SFC 1 - Spartan Fight Challenge;Jul / 11 / 2009;Submission (Rear-Naked Choke);N/A;1;0:00
Joseph Duffy;James Bryan;win;KnuckleUp MMA 1 - Mills vs. Marron;May / 29 / 2009;Submission (Rear-Naked Choke);N/A;1;1:55
Joseph Duffy;Ciaran Fry;win;AM 18 - Holly Brawl;Dec / 13 / 2008;Submission (Triangle Choke);N/A;1;0:00
Joseph Duffy;Mick Broster;win;AM 15 - The Octagon Club;Mar / 29 / 2008;TKO (Cut);N/A;1;2:33
Evan Dunham;Francisco Trinaldo;loss;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;KO (Knee to the Body);Marc Goddard;2;4:10
Evan Dunham;Olivier Aubin-Mercier;loss;UFC 223 - Khabib vs. Iaquinta;Apr / 07 / 2018;TKO (Knee and Punches);Todd Anderson;1;0:53
Evan Dunham;Beneil Dariush;draw;UFC 216 - Ferguson vs. Lee;Oct / 07 / 2017;Draw (Majority);Dan Miragliotta;3;5:00
Evan Dunham;Rick Glenn;win;UFC Fight Night 94 - Poirier vs. Johnson;Sep / 17 / 2016;Decision (Unanimous);Jacob Montalvo;3;5:00
Evan Dunham;Joe Lauzon;win;UFC - The Ultimate Fighter 22 Finale;Dec / 11 / 2015;Decision (Unanimous);Herb Dean;3;5:00
Evan Dunham;Ross Pearson;win;UFC Fight Night 72 - Bisping vs. Leites;Jul / 18 / 2015;Decision (Unanimous);Marc Goddard;3;5:00
Evan Dunham;Rodrigo Damm;win;UFC 182 - Jones vs. Cormier;Jan / 03 / 2015;Decision (Unanimous);Chris Tognoni;3;5:00
Evan Dunham;Edson Barboza;loss;UFC Fight Night 45 - Cerrone vs. Miller;Jul / 16 / 2014;TKO (Kick to the Body and Punches);Keith Peterson;1;3:06
Evan Dunham;Donald Cerrone;loss;UFC 167 - St. Pierre vs. Hendricks;Nov / 16 / 2013;Submission (Triangle Choke);Mario Yamasaki;2;3:49
Evan Dunham;Rafael dos Anjos;loss;UFC on FX 8 - Belfort vs. Rockhold;May / 18 / 2013;Decision (Unanimous);Kevin Mulhall;3;5:00
Evan Dunham;Gleison Tibau;win;UFC 156 - Aldo vs. Edgar;Feb / 02 / 2013;Decision (Split);Yves Lavigne;3;5:00
Evan Dunham;T.J. Grant;loss;UFC 152 - Jones vs. Belfort;Sep / 22 / 2012;Decision (Unanimous);Dan Miragliotta;3;5:00
Evan Dunham;Nik Lentz;win;UFC on Fox 2 - Evans vs. Davis;Jan / 28 / 2012;TKO (Doctor Stoppage);John McCarthy;2;5:00
Evan Dunham;Shamar Bailey;win;UFC Fight Night 25 - Shields vs. Ellenberger;Sep / 17 / 2011;Decision (Unanimous);Kevin Mulhall;3;5:00
Evan Dunham;Melvin Guillard;loss;UFC Fight Night 23 - Fight for the Troops 2;Jan / 22 / 2011;TKO (Knees);Mario Yamasaki;1;2:58
